event_id,session_id,customer_id,campaign_id,store_id,product_id,event_timestamp,event_date,event_type,page_visited,page_category,traffic_source,device_type,browser_name,operating_system,time_spent_seconds,scroll_depth_pct,is_conversion,order_id,revenue_amount
WEB-000139,SES-000139,C0467,CMP-003,STR-001,P101,2025-01-01T16:06:00+00:00,2025-01-01,purchase,/category,Landing,Paid Search,Desktop,Edge,iOS,759,96.77,false,,0.00
WEB-000140,SES-000140,C0536,CMP-005,STR-004,P102,2025-01-01T16:13:00+00:00,2025-01-01,checkout_start,/campaign-landing,Catalog,Social Media,Mobile,Edge,Windows,856,57.28,false,,0.00
WEB-000141,SES-000141,C0589,CMP-001,STR-006,P109,2025-01-01T16:20:00+00:00,2025-01-01,product_view,/home,Catalog,Direct,Mobile,Safari,macOS,682,81.32,false,,0.00
WEB-000142,SES-000142,C0006,CMP-006,STR-006,P102,2025-01-01T16:27:00+00:00,2025-01-01,product_view,/checkout,Product,Paid Search,Tablet,Edge,iOS,454,64.58,false,,0.00
WEB-000143,SES-000143,C0159,CMP-001,STR-003,P108,2025-01-01T16:34:00+00:00,2025-01-01,checkout_start,/product,Checkout,Referral,Tablet,Edge,macOS,606,70.71,false,,0.00
WEB-000144,SES-000144,C0547,CMP-002,STR-006,P110,2025-01-01T16:41:00+00:00,2025-01-01,checkout_start,/product,Product,Partner,Mobile,Firefox,iOS,370,20.6,false,,0.00
WEB-000145,SES-000145,C0691,CMP-005,STR-003,P101,2025-01-01T16:48:00+00:00,2025-01-01,purchase,/product,Landing,Partner,Mobile,Firefox,Windows,595,39.43,false,,0.00
WEB-000146,SES-000146,C0199,CMP-002,STR-004,P102,2025-01-01T16:55:00+00:00,2025-01-01,checkout_start,/cart,Landing,Partner,Desktop,Edge,Android,147,74.95,false,,0.00
WEB-000147,SES-000147,C0587,CMP-003,STR-005,P106,2025-01-01T17:02:00+00:00,2025-01-01,checkout_start,/cart,Product,Paid Search,Desktop,Edge,iOS,599,69.65,false,,0.00
WEB-000148,SES-000148,C0596,CMP-001,STR-002,P105,2025-01-01T17:09:00+00:00,2025-01-01,product_view,/home,Catalog,Partner,Desktop,Safari,Windows,6,35.35,false,,0.00
WEB-000149,SES-000149,C0356,CMP-004,STR-001,P106,2025-01-01T17:16:00+00:00,2025-01-01,checkout_start,/home,Product,Social Media,Mobile,Firefox,macOS,423,43.71,false,,0.00
WEB-000150,SES-000150,C0138,CMP-006,STR-001,P108,2025-01-01T17:23:00+00:00,2025-01-01,product_view,/checkout,Catalog,Paid Search,Mobile,Safari,Android,370,46.49,false,,0.00
WEB-000151,SES-000151,C0003,CMP-004,STR-002,P108,2025-01-01T17:30:00+00:00,2025-01-01,product_view,/cart,Landing,Organic,Tablet,Chrome,Android,885,87.68,false,,0.00
WEB-000152,SES-000152,C0076,CMP-006,STR-002,P107,2025-01-01T17:37:00+00:00,2025-01-01,checkout_start,/home,Product,Referral,Desktop,Chrome,macOS,801,64.72,true,ORD-00152,1225.13
WEB-000153,SES-000153,C0487,CMP-006,STR-002,P103,2025-01-01T17:44:00+00:00,2025-01-01,product_view,/campaign-landing,Landing,Organic,Mobile,Safari,Windows,561,92.23,false,,0.00
WEB-000154,SES-000154,C0342,CMP-006,STR-004,P105,2025-01-01T17:51:00+00:00,2025-01-01,add_to_cart,/home,Catalog,Social Media,Tablet,Firefox,Android,896,31.37,false,,0.00
WEB-000155,SES-000155,C0628,CMP-001,STR-003,P101,2025-01-01T17:58:00+00:00,2025-01-01,purchase,/product,Checkout,Organic,Desktop,Firefox,Android,627,50.25,false,,0.00
WEB-000156,SES-000156,C0429,CMP-006,STR-002,P109,2025-01-01T18:05:00+00:00,2025-01-01,product_view,/product,Product,Direct,Mobile,Firefox,iOS,615,43.27,false,,0.00
WEB-000157,SES-000157,C0578,CMP-003,STR-005,P108,2025-01-01T18:12:00+00:00,2025-01-01,checkout_start,/cart,Catalog,Partner,Mobile,Safari,Android,178,60.31,true,ORD-00157,4463.33
WEB-000158,SES-000158,C0639,CMP-004,STR-006,P103,2025-01-01T18:19:00+00:00,2025-01-01,checkout_start,/checkout,Landing,Organic,Mobile,Chrome,Android,238,41.25,false,,0.00
WEB-000159,SES-000159,C0342,CMP-006,STR-004,P107,2025-01-01T18:26:00+00:00,2025-01-01,purchase,/product,Catalog,Partner,Tablet,Safari,iOS,436,86.91,false,,0.00
WEB-000160,SES-000160,C0168,CMP-002,STR-003,P104,2025-01-01T18:33:00+00:00,2025-01-01,product_view,/cart,Checkout,Partner,Mobile,Edge,iOS,576,86.11,false,,0.00
WEB-000161,SES-000161,C0391,CMP-003,STR-005,P104,2025-01-01T18:40:00+00:00,2025-01-01,product_view,/cart,Product,Paid Search,Desktop,Firefox,iOS,106,44.18,true,ORD-00161,7478.27
WEB-000162,SES-000162,C0836,CMP-002,STR-002,P103,2025-01-01T18:47:00+00:00,2025-01-01,add_to_cart,/campaign-landing,Catalog,Paid Search,Tablet,Firefox,Windows,311,14.15,false,,0.00
WEB-000163,SES-000163,C0150,CMP-006,STR-005,P105,2025-01-01T18:54:00+00:00,2025-01-01,purchase,/cart,Product,Partner,Tablet,Edge,Windows,154,7.33,false,,0.00
WEB-000164,SES-000164,C0459,CMP-005,STR-002,P109,2025-01-01T19:01:00+00:00,2025-01-01,page_view,/category,Product,Social Media,Desktop,Edge,Android,316,53.33,false,,0.00
WEB-000165,SES-000165,C0619,CMP-004,STR-001,P106,2025-01-01T19:08:00+00:00,2025-01-01,add_to_cart,/category,Landing,Direct,Tablet,Firefox,iOS,836,59.31,false,,0.00
WEB-000166,SES-000166,C0058,CMP-005,STR-004,P109,2025-01-01T19:15:00+00:00,2025-01-01,purchase,/category,Support,Social Media,Mobile,Safari,Windows,165,67.72,false,,0.00
WEB-000167,SES-000167,C0612,CMP-004,STR-002,P101,2025-01-01T19:22:00+00:00,2025-01-01,page_view,/home,Catalog,Direct,Mobile,Firefox,Android,602,90.02,false,,0.00
WEB-000168,SES-000168,C0502,CMP-004,STR-002,P104,2025-01-01T19:29:00+00:00,2025-01-01,product_view,/checkout,Support,Partner,Desktop,Firefox,macOS,211,16.78,false,,0.00
WEB-000169,SES-000169,C0970,CMP-002,STR-001,P109,2025-01-01T19:36:00+00:00,2025-01-01,page_view,/category,Product,Partner,Desktop,Safari,Android,597,71.46,false,,0.00
WEB-000170,SES-000170,C0962,CMP-002,STR-006,P106,2025-01-01T19:43:00+00:00,2025-01-01,page_view,/campaign-landing,Catalog,Social Media,Desktop,Firefox,Android,7,95.11,false,,0.00
WEB-000171,SES-000171,C0285,CMP-001,STR-002,P105,2025-01-01T19:50:00+00:00,2025-01-01,checkout_start,/product,Landing,Social Media,Tablet,Firefox,macOS,249,14.59,false,,0.00
WEB-000172,SES-000172,C0724,CMP-006,STR-006,P104,2025-01-01T19:57:00+00:00,2025-01-01,product_view,/cart,Checkout,Referral,Desktop,Safari,Android,691,80.74,false,,0.00
WEB-000173,SES-000173,C0361,CMP-003,STR-005,P104,2025-01-01T20:04:00+00:00,2025-01-01,add_to_cart,/checkout,Product,Partner,Desktop,Chrome,Android,825,86.86,true,ORD-00173,2155.88
WEB-000174,SES-000174,C0781,CMP-005,STR-006,P101,2025-01-01T20:11:00+00:00,2025-01-01,checkout_start,/checkout,Landing,Direct,Desktop,Firefox,iOS,274,58.13,false,,0.00
WEB-000175,SES-000175,C0759,CMP-001,STR-001,P104,2025-01-01T20:18:00+00:00,2025-01-01,product_view,/product,Catalog,Direct,Mobile,Firefox,iOS,807,28.52,false,,0.00
WEB-000176,SES-000176,C0478,CMP-002,STR-006,P106,2025-01-01T20:25:00+00:00,2025-01-01,add_to_cart,/cart,Product,Direct,Mobile,Firefox,macOS,194,9.87,false,,0.00
WEB-000177,SES-000177,C0470,CMP-006,STR-002,P101,2025-01-01T20:32:00+00:00,2025-01-01,purchase,/home,Catalog,Paid Search,Mobile,Chrome,Android,682,18.68,true,ORD-00177,2080.07
WEB-000178,SES-000178,C0757,CMP-002,STR-006,P107,2025-01-01T20:39:00+00:00,2025-01-01,page_view,/home,Catalog,Social Media,Tablet,Chrome,macOS,169,62.23,false,,0.00
WEB-000179,SES-000179,C0583,CMP-003,STR-004,P107,2025-01-01T20:46:00+00:00,2025-01-01,checkout_start,/campaign-landing,Checkout,Paid Search,Tablet,Safari,Android,125,59.27,false,,0.00
WEB-000180,SES-000180,C0328,CMP-006,STR-006,P105,2025-01-01T20:53:00+00:00,2025-01-01,product_view,/cart,Checkout,Partner,Desktop,Edge,Windows,232,93.51,false,,0.00
WEB-000181,SES-000181,C0354,CMP-006,STR-003,P103,2025-01-01T21:00:00+00:00,2025-01-01,product_view,/campaign-landing,Product,Partner,Tablet,Firefox,Android,311,88.36,false,,0.00
WEB-000182,SES-000182,C0766,CMP-002,STR-003,P103,2025-01-01T21:07:00+00:00,2025-01-01,purchase,/category,Support,Organic,Tablet,Edge,Android,121,99.57,false,,0.00
WEB-000183,SES-000183,C0667,CMP-003,STR-003,P107,2025-01-01T21:14:00+00:00,2025-01-01,add_to_cart,/cart,Support,Referral,Tablet,Safari,macOS,607,25.15,false,,0.00
WEB-000184,SES-000184,C0751,CMP-001,STR-002,P101,2025-01-01T21:21:00+00:00,2025-01-01,page_view,/category,Support,Referral,Tablet,Edge,macOS,749,19.69,false,,0.00
WEB-000185,SES-000185,C0669,CMP-001,STR-003,P101,2025-01-01T21:28:00+00:00,2025-01-01,add_to_cart,/checkout,Product,Paid Search,Mobile,Chrome,Windows,757,37.65,false,,0.00
WEB-000186,SES-000186,C0940,CMP-002,STR-001,P110,2025-01-01T21:35:00+00:00,2025-01-01,add_to_cart,/cart,Landing,Social Media,Desktop,Chrome,Windows,877,81.98,false,,0.00
WEB-000187,SES-000187,C0470,CMP-006,STR-003,P101,2025-01-01T21:42:00+00:00,2025-01-01,page_view,/checkout,Support,Direct,Tablet,Chrome,Android,609,8.71,false,,0.00
WEB-000188,SES-000188,C0397,CMP-001,STR-004,P107,2025-01-01T21:49:00+00:00,2025-01-01,page_view,/checkout,Landing,Referral,Mobile,Firefox,Android,586,30.51,false,,0.00
WEB-000189,SES-000189,C0360,CMP-003,STR-006,P102,2025-01-01T21:56:00+00:00,2025-01-01,product_view,/home,Support,Organic,Mobile,Chrome,macOS,692,7.39,false,,0.00
WEB-000190,SES-000190,C0082,CMP-002,STR-006,P107,2025-01-01T22:03:00+00:00,2025-01-01,add_to_cart,/campaign-landing,Checkout,Paid Search,Desktop,Firefox,Android,848,24.13,false,,0.00
WEB-000191,SES-000191,C0011,CMP-006,STR-004,P105,2025-01-01T22:10:00+00:00,2025-01-01,purchase,/cart,Landing,Referral,Mobile,Firefox,iOS,608,54.99,false,,0.00
WEB-000192,SES-000192,C0450,CMP-003,STR-006,P103,2025-01-01T22:17:00+00:00,2025-01-01,product_view,/category,Landing,Paid Search,Mobile,Edge,Windows,294,8.64,false,,0.00
WEB-000193,SES-000193,C0439,CMP-002,STR-003,P110,2025-01-01T22:24:00+00:00,2025-01-01,product_view,/cart,Catalog,Direct,Desktop,Firefox,macOS,762,28.4,false,,0.00
WEB-000194,SES-000194,C0027,CMP-005,STR-006,P110,2025-01-01T22:31:00+00:00,2025-01-01,add_to_cart,/home,Catalog,Partner,Desktop,Edge,iOS,806,70.65,false,,0.00
WEB-000195,SES-000195,C0751,CMP-003,STR-006,P102,2025-01-01T22:38:00+00:00,2025-01-01,checkout_start,/cart,Support,Organic,Mobile,Safari,Windows,238,72.27,false,,0.00
WEB-000196,SES-000196,C0661,CMP-004,STR-002,P103,2025-01-01T22:45:00+00:00,2025-01-01,product_view,/campaign-landing,Landing,Social Media,Tablet,Edge,macOS,403,15.52,false,,0.00
WEB-000197,SES-000197,C0072,CMP-005,STR-006,P103,2025-01-01T22:52:00+00:00,2025-01-01,page_view,/cart,Catalog,Social Media,Tablet,Safari,macOS,522,94.77,true,ORD-00197,8147.13
WEB-000198,SES-000198,C0467,CMP-005,STR-001,P108,2025-01-01T22:59:00+00:00,2025-01-01,add_to_cart,/home,Product,Partner,Tablet,Firefox,macOS,605,28.56,false,,0.00
WEB-000199,SES-000199,C0761,CMP-003,STR-004,P102,2025-01-01T23:06:00+00:00,2025-01-01,page_view,/checkout,Catalog,Social Media,Tablet,Edge,iOS,537,65.12,true,ORD-00199,853.67
WEB-000200,SES-000200,C0457,CMP-005,STR-003,P103,2025-01-01T23:13:00+00:00,2025-01-01,add_to_cart,/cart,Support,Referral,Tablet,Edge,macOS,130,24.5,false,,0.00
WEB-000201,SES-000201,C0568,CMP-001,STR-006,P105,2025-01-01T23:20:00+00:00,2025-01-01,purchase,/cart,Product,Direct,Mobile,Firefox,iOS,155,53.99,false,,0.00
WEB-000202,SES-000202,C0428,CMP-002,STR-002,P104,2025-01-01T23:27:00+00:00,2025-01-01,checkout_start,/category,Landing,Organic,Desktop,Safari,iOS,342,44.29,false,,0.00
WEB-000203,SES-000203,C0539,CMP-006,STR-001,P101,2025-01-01T23:34:00+00:00,2025-01-01,purchase,/campaign-landing,Catalog,Organic,Mobile,Safari,Windows,154,63.35,false,,0.00
WEB-000204,SES-000204,C0913,CMP-003,STR-003,P107,2025-01-01T23:41:00+00:00,2025-01-01,purchase,/category,Checkout,Referral,Desktop,Firefox,macOS,333,82.81,false,,0.00
WEB-000205,SES-000205,C0381,CMP-006,STR-002,P101,2025-01-01T23:48:00+00:00,2025-01-01,page_view,/home,Support,Referral,Mobile,Firefox,macOS,198,7.89,false,,0.00
WEB-000206,SES-000206,C0535,CMP-005,STR-001,P105,2025-01-01T23:55:00+00:00,2025-01-01,purchase,/campaign-landing,Checkout,Partner,Tablet,Chrome,Windows,223,64.72,false,,0.00
WEB-000207,SES-000207,C0381,CMP-006,STR-006,P101,2025-01-02T00:02:00+00:00,2025-01-02,checkout_start,/checkout,Landing,Partner,Mobile,Edge,iOS,821,17.37,false,,0.00
WEB-000208,SES-000208,C0636,CMP-001,STR-006,P106,2025-01-02T00:09:00+00:00,2025-01-02,checkout_start,/product,Product,Referral,Desktop,Safari,macOS,274,11.45,false,,0.00
WEB-000209,SES-000209,C0871,CMP-004,STR-004,P106,2025-01-02T00:16:00+00:00,2025-01-02,purchase,/cart,Product,Partner,Desktop,Safari,Windows,736,46.18,false,,0.00
WEB-000210,SES-000210,C0613,CMP-004,STR-001,P103,2025-01-02T00:23:00+00:00,2025-01-02,page_view,/product,Checkout,Referral,Mobile,Chrome,macOS,181,77.05,false,,0.00
WEB-000211,SES-000211,C0004,CMP-006,STR-002,P104,2025-01-02T00:30:00+00:00,2025-01-02,checkout_start,/category,Landing,Direct,Mobile,Safari,Windows,211,26.06,false,,0.00
WEB-000212,SES-000212,C0501,CMP-005,STR-003,P109,2025-01-02T00:37:00+00:00,2025-01-02,page_view,/category,Catalog,Organic,Tablet,Chrome,macOS,28,50.23,false,,0.00
WEB-000213,SES-000213,C0803,CMP-003,STR-006,P110,2025-01-02T00:44:00+00:00,2025-01-02,add_to_cart,/home,Checkout,Referral,Tablet,Chrome,Android,421,56.38,true,ORD-00213,739.22
WEB-000214,SES-000214,C0020,CMP-003,STR-006,P106,2025-01-02T00:51:00+00:00,2025-01-02,checkout_start,/checkout,Checkout,Paid Search,Mobile,Edge,macOS,196,28.32,true,ORD-00214,2339.92
WEB-000215,SES-000215,C0725,CMP-005,STR-003,P109,2025-01-02T00:58:00+00:00,2025-01-02,page_view,/home,Checkout,Paid Search,Desktop,Edge,Android,506,22.71,true,ORD-00215,3829.53
WEB-000216,SES-000216,C0195,CMP-001,STR-005,P110,2025-01-02T01:05:00+00:00,2025-01-02,page_view,/campaign-landing,Support,Partner,Desktop,Firefox,macOS,91,43.36,true,ORD-00216,767.35
WEB-000217,SES-000217,C0926,CMP-004,STR-006,P104,2025-01-02T01:12:00+00:00,2025-01-02,add_to_cart,/product,Catalog,Referral,Desktop,Edge,iOS,338,92.35,false,,0.00
WEB-000218,SES-000218,C0772,CMP-001,STR-005,P104,2025-01-02T01:19:00+00:00,2025-01-02,purchase,/home,Support,Partner,Tablet,Chrome,macOS,474,95.29,true,ORD-00218,2258.13
WEB-000219,SES-000219,C0868,CMP-003,STR-004,P104,2025-01-02T01:26:00+00:00,2025-01-02,checkout_start,/category,Catalog,Social Media,Tablet,Safari,Android,460,23.22,false,,0.00
WEB-000220,SES-000220,C0091,CMP-004,STR-004,P101,2025-01-02T01:33:00+00:00,2025-01-02,product_view,/product,Landing,Referral,Mobile,Safari,Windows,814,78.88,false,,0.00
WEB-000221,SES-000221,C0134,CMP-002,STR-005,P110,2025-01-02T01:40:00+00:00,2025-01-02,product_view,/category,Product,Organic,Tablet,Firefox,Android,145,54.05,false,,0.00
WEB-000222,SES-000222,C0564,CMP-002,STR-005,P107,2025-01-02T01:47:00+00:00,2025-01-02,purchase,/category,Checkout,Social Media,Tablet,Safari,macOS,795,5.19,true,ORD-00222,2205.18
WEB-000223,SES-000223,C0544,CMP-001,STR-002,P107,2025-01-02T01:54:00+00:00,2025-01-02,checkout_start,/campaign-landing,Product,Organic,Tablet,Safari,iOS,754,73.62,false,,0.00
WEB-000224,SES-000224,C0018,CMP-005,STR-001,P108,2025-01-02T02:01:00+00:00,2025-01-02,purchase,/home,Checkout,Organic,Tablet,Safari,iOS,755,71.98,false,,0.00
WEB-000225,SES-000225,C0829,CMP-001,STR-002,P106,2025-01-02T02:08:00+00:00,2025-01-02,product_view,/cart,Product,Referral,Tablet,Chrome,macOS,766,72.07,false,,0.00
WEB-000226,SES-000226,C0534,CMP-003,STR-006,P102,2025-01-02T02:15:00+00:00,2025-01-02,product_view,/campaign-landing,Product,Social Media,Tablet,Edge,Android,431,22.28,false,,0.00
WEB-000227,SES-000227,C0365,CMP-006,STR-006,P101,2025-01-02T02:22:00+00:00,2025-01-02,page_view,/product,Landing,Organic,Tablet,Edge,Windows,415,38.07,false,,0.00
WEB-000228,SES-000228,C0815,CMP-006,STR-001,P107,2025-01-02T02:29:00+00:00,2025-01-02,page_view,/checkout,Catalog,Social Media,Tablet,Safari,Windows,443,59.07,false,,0.00
WEB-000229,SES-000229,C0365,CMP-004,STR-006,P102,2025-01-02T02:36:00+00:00,2025-01-02,checkout_start,/checkout,Product,Referral,Desktop,Edge,macOS,770,78.29,false,,0.00
WEB-000230,SES-000230,C0559,CMP-001,STR-004,P106,2025-01-02T02:43:00+00:00,2025-01-02,add_to_cart,/category,Product,Paid Search,Desktop,Chrome,Windows,596,57.07,false,,0.00
WEB-000231,SES-000231,C0031,CMP-004,STR-006,P102,2025-01-02T02:50:00+00:00,2025-01-02,purchase,/home,Landing,Referral,Tablet,Firefox,Android,353,9.26,false,,0.00
WEB-000232,SES-000232,C0693,CMP-002,STR-006,P109,2025-01-02T02:57:00+00:00,2025-01-02,page_view,/category,Checkout,Organic,Mobile,Firefox,Windows,132,88.25,false,,0.00
WEB-000233,SES-000233,C0392,CMP-003,STR-001,P106,2025-01-02T03:04:00+00:00,2025-01-02,product_view,/product,Catalog,Partner,Mobile,Safari,Android,832,32.81,false,,0.00
WEB-000234,SES-000234,C0799,CMP-005,STR-006,P103,2025-01-02T03:11:00+00:00,2025-01-02,page_view,/home,Landing,Direct,Desktop,Firefox,macOS,774,42.97,false,,0.00
WEB-000235,SES-000235,C0371,CMP-002,STR-004,P107,2025-01-02T03:18:00+00:00,2025-01-02,add_to_cart,/product,Support,Paid Search,Desktop,Chrome,macOS,865,91.97,false,,0.00
WEB-000236,SES-000236,C0243,CMP-006,STR-003,P107,2025-01-02T03:25:00+00:00,2025-01-02,purchase,/home,Support,Direct,Desktop,Safari,Android,893,25.87,false,,0.00
WEB-000237,SES-000237,C0517,CMP-005,STR-006,P104,2025-01-02T03:32:00+00:00,2025-01-02,page_view,/product,Product,Referral,Tablet,Firefox,iOS,376,22.15,false,,0.00
WEB-000238,SES-000238,C0554,CMP-006,STR-002,P106,2025-01-02T03:39:00+00:00,2025-01-02,add_to_cart,/product,Landing,Social Media,Tablet,Firefox,macOS,327,51.54,false,,0.00
WEB-000239,SES-000239,C0135,CMP-005,STR-006,P110,2025-01-02T03:46:00+00:00,2025-01-02,checkout_start,/product,Support,Organic,Desktop,Safari,iOS,803,6.02,false,,0.00
WEB-000240,SES-000240,C0716,CMP-005,STR-005,P107,2025-01-02T03:53:00+00:00,2025-01-02,page_view,/cart,Catalog,Organic,Tablet,Safari,Android,798,40.04,false,,0.00
WEB-000241,SES-000241,C0910,CMP-006,STR-002,P105,2025-01-02T04:00:00+00:00,2025-01-02,checkout_start,/category,Support,Partner,Tablet,Safari,iOS,664,30.45,false,,0.00
WEB-000242,SES-000242,C0088,CMP-004,STR-001,P106,2025-01-02T04:07:00+00:00,2025-01-02,purchase,/home,Product,Referral,Tablet,Edge,Android,425,40.98,false,,0.00
WEB-000243,SES-000243,C0299,CMP-006,STR-006,P101,2025-01-02T04:14:00+00:00,2025-01-02,add_to_cart,/product,Checkout,Organic,Tablet,Safari,macOS,679,85.6,false,,0.00
WEB-000244,SES-000244,C0742,CMP-005,STR-006,P109,2025-01-02T04:21:00+00:00,2025-01-02,add_to_cart,/checkout,Landing,Referral,Mobile,Edge,Windows,109,19.44,true,ORD-00244,5284.31
WEB-000245,SES-000245,C0264,CMP-004,STR-006,P108,2025-01-02T04:28:00+00:00,2025-01-02,add_to_cart,/product,Landing,Direct,Tablet,Edge,macOS,723,22.89,false,,0.00
WEB-000246,SES-000246,C0145,CMP-004,STR-005,P106,2025-01-02T04:35:00+00:00,2025-01-02,purchase,/product,Checkout,Partner,Mobile,Safari,macOS,149,19.57,false,,0.00
WEB-000247,SES-000247,C0229,CMP-002,STR-003,P108,2025-01-02T04:42:00+00:00,2025-01-02,purchase,/cart,Landing,Partner,Mobile,Safari,Windows,851,49.82,false,,0.00
WEB-000248,SES-000248,C0571,CMP-005,STR-003,P102,2025-01-02T04:49:00+00:00,2025-01-02,checkout_start,/cart,Support,Direct,Tablet,Edge,Android,337,42.28,false,,0.00
WEB-000249,SES-000249,C0215,CMP-004,STR-003,P102,2025-01-02T04:56:00+00:00,2025-01-02,page_view,/category,Support,Referral,Desktop,Edge,Windows,240,30.82,false,,0.00
WEB-000250,SES-000250,C0249,CMP-006,STR-001,P103,2025-01-02T05:03:00+00:00,2025-01-02,checkout_start,/cart,Support,Partner,Tablet,Safari,macOS,73,68.23,false,,0.00
WEB-000251,SES-000251,C0782,CMP-004,STR-001,P108,2025-01-02T05:10:00+00:00,2025-01-02,checkout_start,/category,Catalog,Organic,Tablet,Chrome,macOS,146,87.72,false,,0.00
WEB-000252,SES-000252,C0069,CMP-002,STR-003,P105,2025-01-02T05:17:00+00:00,2025-01-02,checkout_start,/category,Checkout,Organic,Mobile,Safari,Windows,656,42.98,false,,0.00
WEB-000253,SES-000253,C0444,CMP-004,STR-006,P104,2025-01-02T05:24:00+00:00,2025-01-02,checkout_start,/campaign-landing,Landing,Paid Search,Desktop,Firefox,Android,436,36.73,false,,0.00
WEB-000254,SES-000254,C0881,CMP-002,STR-005,P108,2025-01-02T05:31:00+00:00,2025-01-02,product_view,/category,Landing,Direct,Desktop,Chrome,macOS,268,62.51,false,,0.00
WEB-000255,SES-000255,C0092,CMP-002,STR-003,P110,2025-01-02T05:38:00+00:00,2025-01-02,page_view,/home,Checkout,Social Media,Mobile,Safari,macOS,153,9.14,false,,0.00
WEB-000256,SES-000256,C0590,CMP-006,STR-002,P110,2025-01-02T05:45:00+00:00,2025-01-02,page_view,/campaign-landing,Catalog,Paid Search,Mobile,Chrome,macOS,118,20.04,true,ORD-00256,929.18
WEB-000257,SES-000257,C0378,CMP-006,STR-006,P101,2025-01-02T05:52:00+00:00,2025-01-02,add_to_cart,/checkout,Catalog,Organic,Desktop,Edge,macOS,691,85.86,false,,0.00
WEB-000258,SES-000258,C0040,CMP-006,STR-001,P105,2025-01-02T05:59:00+00:00,2025-01-02,add_to_cart,/category,Checkout,Social Media,Desktop,Safari,iOS,665,97.58,false,,0.00
WEB-000259,SES-000259,C0217,CMP-004,STR-001,P104,2025-01-02T06:06:00+00:00,2025-01-02,page_view,/campaign-landing,Support,Partner,Desktop,Firefox,Android,229,46.0,false,,0.00
WEB-000260,SES-000260,C0084,CMP-005,STR-006,P108,2025-01-02T06:13:00+00:00,2025-01-02,product_view,/home,Checkout,Partner,Desktop,Chrome,iOS,581,71.37,false,,0.00
WEB-000261,SES-000261,C0659,CMP-003,STR-006,P107,2025-01-02T06:20:00+00:00,2025-01-02,add_to_cart,/product,Product,Direct,Tablet,Chrome,Windows,505,41.45,false,,0.00
WEB-000262,SES-000262,C0845,CMP-001,STR-001,P109,2025-01-02T06:27:00+00:00,2025-01-02,product_view,/checkout,Landing,Referral,Tablet,Firefox,Windows,148,60.15,false,,0.00
WEB-000263,SES-000263,C0307,CMP-006,STR-002,P106,2025-01-02T06:34:00+00:00,2025-01-02,product_view,/cart,Catalog,Referral,Tablet,Chrome,Windows,210,92.11,false,,0.00
WEB-000264,SES-000264,C0207,CMP-003,STR-002,P101,2025-01-02T06:41:00+00:00,2025-01-02,page_view,/cart,Product,Partner,Desktop,Firefox,macOS,79,28.36,true,ORD-00264,4109.10
WEB-000265,SES-000265,C0422,CMP-005,STR-006,P105,2025-01-02T06:48:00+00:00,2025-01-02,checkout_start,/campaign-landing,Landing,Organic,Tablet,Edge,macOS,455,51.74,false,,0.00
WEB-000266,SES-000266,C0914,CMP-006,STR-003,P108,2025-01-02T06:55:00+00:00,2025-01-02,purchase,/checkout,Product,Paid Search,Mobile,Edge,macOS,555,61.96,true,ORD-00266,1338.31
WEB-000267,SES-000267,C0834,CMP-004,STR-004,P107,2025-01-02T07:02:00+00:00,2025-01-02,purchase,/campaign-landing,Catalog,Social Media,Mobile,Edge,Windows,305,68.1,true,ORD-00267,5846.56
WEB-000268,SES-000268,C0712,CMP-005,STR-003,P104,2025-01-02T07:09:00+00:00,2025-01-02,product_view,/checkout,Product,Direct,Tablet,Safari,Windows,221,86.71,false,,0.00
WEB-000269,SES-000269,C0810,CMP-005,STR-006,P104,2025-01-02T07:16:00+00:00,2025-01-02,page_view,/category,Product,Organic,Tablet,Safari,macOS,765,83.36,true,ORD-00269,1512.87
WEB-000270,SES-000270,C0364,CMP-006,STR-001,P104,2025-01-02T07:23:00+00:00,2025-01-02,add_to_cart,/category,Product,Direct,Tablet,Edge,Windows,528,96.83,false,,0.00
WEB-000271,SES-000271,C0015,CMP-001,STR-006,P106,2025-01-02T07:30:00+00:00,2025-01-02,page_view,/category,Catalog,Partner,Desktop,Edge,macOS,225,96.63,true,ORD-00271,858.44
WEB-000272,SES-000272,C0840,CMP-003,STR-006,P106,2025-01-02T07:37:00+00:00,2025-01-02,purchase,/product,Checkout,Organic,Tablet,Firefox,Windows,546,77.28,false,,0.00
WEB-000273,SES-000273,C0170,CMP-003,STR-002,P106,2025-01-02T07:44:00+00:00,2025-01-02,add_to_cart,/category,Landing,Paid Search,Tablet,Edge,Windows,180,47.7,false,,0.00
WEB-000274,SES-000274,C0934,CMP-005,STR-002,P101,2025-01-02T07:51:00+00:00,2025-01-02,purchase,/category,Checkout,Partner,Mobile,Edge,Windows,520,66.51,false,,0.00
WEB-000275,SES-000275,C0257,CMP-005,STR-004,P101,2025-01-02T07:58:00+00:00,2025-01-02,page_view,/home,Landing,Paid Search,Tablet,Chrome,macOS,706,28.9,false,,0.00
WEB-000276,SES-000276,C0002,CMP-001,STR-002,P102,2025-01-02T08:05:00+00:00,2025-01-02,checkout_start,/home,Product,Organic,Tablet,Firefox,macOS,563,86.15,false,,0.00
WEB-000277,SES-000277,C0192,CMP-005,STR-006,P104,2025-01-02T08:12:00+00:00,2025-01-02,page_view,/cart,Support,Organic,Tablet,Chrome,macOS,356,95.35,false,,0.00
