scrape_id,product_id,sku,product_name,category,brand,supplier_name,supplier_country,price,original_price,discount_pct,currency_code,availability_status,stock_qty,rating,review_count,scrape_timestamp,source_site,page_url,crawl_region
SCR-00224,P104,SKU-P104,Laptop Stand,Office,ErgoLift,Alpha Supply,Kuwait,1137.82,1216.14,6.44,SAR,In Stock,108,4.7,3344,2024-01-29T06:00:00+00:00,shop-gamma.example,https://shop-alpha.example/products/p104,GCC
SCR-00225,P105,SKU-P105,27-inch Monitor,Displays,VisionTech,Delta Trade,UAE,837.25,991.42,15.55,EGP,In Stock,60,4.4,176,2024-01-29T09:00:00+00:00,shop-gamma.example,https://shop-gamma.example/products/p105,EMEA
SCR-00226,P106,SKU-P106,Noise-Cancelling Headset,Audio,SoundPeak,Alpha Supply,Kuwait,1337.15,1499.72,10.84,GBP,Low Stock,135,3.7,4486,2024-01-29T12:00:00+00:00,shop-alpha.example,https://shop-gamma.example/products/p106,EMEA
SCR-00227,P107,SKU-P107,Webcam 4K,Video,ClearView,Prime Distribution,UAE,1127.44,1370.25,17.72,QAR,Out of Stock,113,4.2,2478,2024-01-29T15:00:00+00:00,shop-alpha.example,https://shop-gamma.example/products/p107,EMEA
SCR-00228,P108,SKU-P108,Portable SSD 1TB,Storage,FlashCore,Vertex Global,USA,550.27,580.03,5.13,BHD,Low Stock,96,3.4,3521,2024-01-29T18:00:00+00:00,shop-beta.example,https://shop-alpha.example/products/p108,Global
SCR-00229,P109,SKU-P109,Desk Lamp,Office,BrightNest,Prime Distribution,Egypt,179.32,184.98,3.06,EGP,Out of Stock,95,5.0,86,2024-01-29T21:00:00+00:00,shop-alpha.example,https://shop-gamma.example/products/p109,Global
SCR-00230,P110,SKU-P110,Tablet Stand,Accessories,FlexMount,Prime Distribution,Kuwait,151.22,175.33,13.75,SAR,Low Stock,86,3.4,4119,2024-01-30T00:00:00+00:00,shop-gamma.example,https://shop-alpha.example/products/p110,Global
SCR-00231,P101,SKU-P101,Wireless Mouse,Accessories,LogiTech,Prime Distribution,Egypt,639.94,699.92,8.57,KWD,Out of Stock,19,3.3,942,2024-01-30T03:00:00+00:00,shop-gamma.example,https://shop-alpha.example/products/p101,Global
SCR-00232,P102,SKU-P102,Mechanical Keyboard,Accessories,KeyCraft,Delta Trade,UAE,1043.37,1096.78,4.87,SAR,Low Stock,170,4.3,3856,2024-01-30T06:00:00+00:00,shop-alpha.example,https://shop-gamma.example/products/p102,GCC
SCR-00233,P103,SKU-P103,USB-C Hub,Connectivity,DockPro,Delta Trade,UAE,438.27,509.79,14.03,KWD,Out of Stock,15,3.3,2870,2024-01-30T09:00:00+00:00,shop-alpha.example,https://shop-beta.example/products/p103,GCC
SCR-00234,P104,SKU-P104,Laptop Stand,Office,ErgoLift,Alpha Supply,KSA,1274.82,1384.02,7.89,EUR,Low Stock,236,3.9,1526,2024-01-30T12:00:00+00:00,shop-alpha.example,https://shop-beta.example/products/p104,GCC
SCR-00235,P105,SKU-P105,27-inch Monitor,Displays,VisionTech,Delta Trade,Kuwait,1447.09,1665.24,13.10,QAR,In Stock,13,4.5,790,2024-01-30T15:00:00+00:00,shop-gamma.example,https://shop-gamma.example/products/p105,EMEA
SCR-00236,P106,SKU-P106,Noise-Cancelling Headset,Audio,SoundPeak,Delta Trade,Egypt,313.92,350.91,10.54,QAR,Low Stock,202,4.4,2164,2024-01-30T18:00:00+00:00,shop-alpha.example,https://shop-gamma.example/products/p106,Global
SCR-00237,P107,SKU-P107,Webcam 4K,Video,ClearView,Prime Distribution,Kuwait,1397.63,1669.61,16.29,EGP,Out of Stock,32,4.7,1104,2024-01-30T21:00:00+00:00,shop-alpha.example,https://shop-gamma.example/products/p107,EMEA
SCR-00238,P108,SKU-P108,Portable SSD 1TB,Storage,FlashCore,Prime Distribution,UK,1376.94,1479.94,6.96,EGP,Low Stock,205,4.2,2769,2024-01-31T00:00:00+00:00,shop-gamma.example,https://shop-gamma.example/products/p108,GCC
SCR-00239,P109,SKU-P109,Desk Lamp,Office,BrightNest,Vertex Global,USA,337.86,342.45,1.34,BHD,In Stock,71,3.4,2872,2024-01-31T03:00:00+00:00,shop-beta.example,https://shop-gamma.example/products/p109,GCC
SCR-00240,P110,SKU-P110,Tablet Stand,Accessories,FlexMount,Vertex Global,KSA,926.43,935.79,1.00,EUR,In Stock,206,4.3,3706,2024-01-31T06:00:00+00:00,shop-gamma.example,https://shop-alpha.example/products/p110,Global
SCR-00241,P101,SKU-P101,Wireless Mouse,Accessories,LogiTech,Prime Distribution,KSA,368.05,383.51,4.03,QAR,Low Stock,220,4.1,1612,2024-01-31T09:00:00+00:00,shop-alpha.example,https://shop-beta.example/products/p101,GCC
SCR-00242,P102,SKU-P102,Mechanical Keyboard,Accessories,KeyCraft,Alpha Supply,Qatar,737.29,851.77,13.44,KWD,Out of Stock,47,4.0,2593,2024-01-31T12:00:00+00:00,shop-beta.example,https://shop-alpha.example/products/p102,EMEA
SCR-00243,P103,SKU-P103,USB-C Hub,Connectivity,DockPro,Delta Trade,Bahrain,1317.17,1520.46,13.37,AED,Out of Stock,67,3.5,3531,2024-01-31T15:00:00+00:00,shop-gamma.example,https://shop-gamma.example/products/p103,Global
SCR-00244,P104,SKU-P104,Laptop Stand,Office,ErgoLift,Alpha Supply,KSA,1285.40,1319.44,2.58,GBP,Low Stock,13,3.4,1488,2024-01-31T18:00:00+00:00,shop-gamma.example,https://shop-beta.example/products/p104,Global
SCR-00245,P105,SKU-P105,27-inch Monitor,Displays,VisionTech,Alpha Supply,Kuwait,833.56,895.82,6.95,EGP,Low Stock,13,4.4,1242,2024-01-31T21:00:00+00:00,shop-alpha.example,https://shop-gamma.example/products/p105,EMEA
SCR-00246,P106,SKU-P106,Noise-Cancelling Headset,Audio,SoundPeak,Alpha Supply,UAE,1313.97,1420.81,7.52,GBP,In Stock,140,3.4,1696,2024-02-01T00:00:00+00:00,shop-alpha.example,https://shop-alpha.example/products/p106,Global
SCR-00247,P107,SKU-P107,Webcam 4K,Video,ClearView,Alpha Supply,UK,1138.22,1285.69,11.47,GBP,Out of Stock,206,4.7,2095,2024-02-01T03:00:00+00:00,shop-alpha.example,https://shop-beta.example/products/p107,GCC
SCR-00248,P108,SKU-P108,Portable SSD 1TB,Storage,FlashCore,Alpha Supply,KSA,1162.03,1281.04,9.29,AED,Low Stock,210,3.5,1899,2024-02-01T06:00:00+00:00,shop-alpha.example,https://shop-alpha.example/products/p108,Global
SCR-00249,P109,SKU-P109,Desk Lamp,Office,BrightNest,Prime Distribution,Egypt,938.30,1035.08,9.35,BHD,Low Stock,18,4.7,1728,2024-02-01T09:00:00+00:00,shop-gamma.example,https://shop-alpha.example/products/p109,EMEA
SCR-00250,P110,SKU-P110,Tablet Stand,Accessories,FlexMount,Delta Trade,USA,816.18,928.21,12.07,AED,Out of Stock,150,4.1,61,2024-02-01T12:00:00+00:00,shop-alpha.example,https://shop-gamma.example/products/p110,EMEA
SCR-00251,P101,SKU-P101,Wireless Mouse,Accessories,LogiTech,Prime Distribution,Kuwait,460.35,528.65,12.92,AED,Out of Stock,226,4.8,3793,2024-02-01T15:00:00+00:00,shop-gamma.example,https://shop-beta.example/products/p101,GCC
SCR-00252,P102,SKU-P102,Mechanical Keyboard,Accessories,KeyCraft,Vertex Global,USA,1310.27,1520.56,13.83,SAR,In Stock,234,4.3,4293,2024-02-01T18:00:00+00:00,shop-beta.example,https://shop-beta.example/products/p102,GCC
SCR-00253,P103,SKU-P103,USB-C Hub,Connectivity,DockPro,Delta Trade,KSA,1426.15,1555.07,8.29,QAR,Out of Stock,172,4.4,2750,2024-02-01T21:00:00+00:00,shop-gamma.example,https://shop-alpha.example/products/p103,Global
SCR-00254,P104,SKU-P104,Laptop Stand,Office,ErgoLift,Vertex Global,UK,511.52,527.72,3.07,QAR,Low Stock,10,3.6,1440,2024-02-02T00:00:00+00:00,shop-beta.example,https://shop-gamma.example/products/p104,Global
SCR-00255,P105,SKU-P105,27-inch Monitor,Displays,VisionTech,Vertex Global,Qatar,1645.65,1648.45,0.17,EGP,Out of Stock,208,4.1,852,2024-02-02T03:00:00+00:00,shop-beta.example,https://shop-alpha.example/products/p105,GCC
SCR-00256,P106,SKU-P106,Noise-Cancelling Headset,Audio,SoundPeak,Prime Distribution,UK,934.89,977.71,4.38,EUR,Low Stock,172,3.8,3256,2024-02-02T06:00:00+00:00,shop-gamma.example,https://shop-alpha.example/products/p106,Global
SCR-00257,P107,SKU-P107,Webcam 4K,Video,ClearView,Prime Distribution,Egypt,1398.33,1489.17,6.10,BHD,Low Stock,84,4.1,1939,2024-02-02T09:00:00+00:00,shop-gamma.example,https://shop-gamma.example/products/p107,GCC
SCR-00258,P108,SKU-P108,Portable SSD 1TB,Storage,FlashCore,Prime Distribution,Kuwait,915.33,980.33,6.63,BHD,Out of Stock,20,3.4,922,2024-02-02T12:00:00+00:00,shop-alpha.example,https://shop-gamma.example/products/p108,GCC
SCR-00259,P109,SKU-P109,Desk Lamp,Office,BrightNest,Prime Distribution,Egypt,206.71,232.10,10.94,BHD,Low Stock,199,4.2,2339,2024-02-02T15:00:00+00:00,shop-beta.example,https://shop-gamma.example/products/p109,GCC
SCR-00260,P110,SKU-P110,Tablet Stand,Accessories,FlexMount,Alpha Supply,Kuwait,1004.51,1020.84,1.60,KWD,Out of Stock,172,4.9,605,2024-02-02T18:00:00+00:00,shop-beta.example,https://shop-beta.example/products/p110,Global
SCR-00261,P101,SKU-P101,Wireless Mouse,Accessories,LogiTech,Alpha Supply,UAE,800.67,903.49,11.38,KWD,In Stock,153,4.8,3091,2024-02-02T21:00:00+00:00,shop-beta.example,https://shop-gamma.example/products/p101,GCC
SCR-00262,P102,SKU-P102,Mechanical Keyboard,Accessories,KeyCraft,Delta Trade,UAE,582.40,703.30,17.19,AED,In Stock,122,3.3,2230,2024-02-03T00:00:00+00:00,shop-gamma.example,https://shop-beta.example/products/p102,GCC
SCR-00263,P103,SKU-P103,USB-C Hub,Connectivity,DockPro,Vertex Global,Egypt,468.47,505.69,7.36,BHD,In Stock,153,4.8,1790,2024-02-03T03:00:00+00:00,shop-alpha.example,https://shop-beta.example/products/p103,Global
SCR-00264,P104,SKU-P104,Laptop Stand,Office,ErgoLift,Vertex Global,Bahrain,1441.25,1644.89,12.38,BHD,Low Stock,49,3.2,2791,2024-02-03T06:00:00+00:00,shop-gamma.example,https://shop-gamma.example/products/p104,Global
SCR-00265,P105,SKU-P105,27-inch Monitor,Displays,VisionTech,Delta Trade,Egypt,1086.68,1314.80,17.35,KWD,In Stock,60,3.8,1567,2024-02-03T09:00:00+00:00,shop-alpha.example,https://shop-alpha.example/products/p105,Global
SCR-00266,P106,SKU-P106,Noise-Cancelling Headset,Audio,SoundPeak,Prime Distribution,Qatar,1578.19,1635.94,3.53,QAR,Low Stock,145,3.6,1802,2024-02-03T12:00:00+00:00,shop-beta.example,https://shop-beta.example/products/p106,GCC
SCR-00267,P107,SKU-P107,Webcam 4K,Video,ClearView,Prime Distribution,Bahrain,862.88,1006.39,14.26,BHD,Low Stock,123,4.4,1298,2024-02-03T15:00:00+00:00,shop-alpha.example,https://shop-beta.example/products/p107,GCC
SCR-00268,P108,SKU-P108,Portable SSD 1TB,Storage,FlashCore,Prime Distribution,KSA,827.85,918.61,9.88,BHD,In Stock,188,3.7,3084,2024-02-03T18:00:00+00:00,shop-gamma.example,https://shop-gamma.example/products/p108,EMEA
SCR-00269,P109,SKU-P109,Desk Lamp,Office,BrightNest,Vertex Global,Kuwait,495.09,528.89,6.39,EGP,Out of Stock,66,4.5,156,2024-02-03T21:00:00+00:00,shop-alpha.example,https://shop-beta.example/products/p109,EMEA
SCR-00270,P110,SKU-P110,Tablet Stand,Accessories,FlexMount,Prime Distribution,Kuwait,523.17,560.62,6.68,QAR,In Stock,106,3.7,3224,2024-02-04T00:00:00+00:00,shop-gamma.example,https://shop-gamma.example/products/p110,Global
SCR-00271,P101,SKU-P101,Wireless Mouse,Accessories,LogiTech,Vertex Global,Egypt,613.53,631.92,2.91,GBP,In Stock,222,3.5,4537,2024-02-04T03:00:00+00:00,shop-alpha.example,https://shop-alpha.example/products/p101,GCC
SCR-00272,P102,SKU-P102,Mechanical Keyboard,Accessories,KeyCraft,Prime Distribution,Egypt,222.81,230.70,3.42,GBP,Out of Stock,4,4.2,1351,2024-02-04T06:00:00+00:00,shop-alpha.example,https://shop-gamma.example/products/p102,GCC
SCR-00273,P103,SKU-P103,USB-C Hub,Connectivity,DockPro,Vertex Global,Kuwait,1069.90,1140.01,6.15,EGP,Out of Stock,51,4.8,4403,2024-02-04T09:00:00+00:00,shop-beta.example,https://shop-gamma.example/products/p103,GCC
SCR-00274,P104,SKU-P104,Laptop Stand,Office,ErgoLift,Prime Distribution,UAE,140.52,164.91,14.79,SAR,In Stock,241,3.3,3537,2024-02-04T12:00:00+00:00,shop-gamma.example,https://shop-beta.example/products/p104,GCC
SCR-00275,P105,SKU-P105,27-inch Monitor,Displays,VisionTech,Prime Distribution,Qatar,1694.11,1703.99,0.58,SAR,Out of Stock,209,4.9,2547,2024-02-04T15:00:00+00:00,shop-alpha.example,https://shop-beta.example/products/p105,Global
SCR-00276,P106,SKU-P106,Noise-Cancelling Headset,Audio,SoundPeak,Prime Distribution,Bahrain,454.19,457.12,0.64,QAR,Out of Stock,117,4.7,2407,2024-02-04T18:00:00+00:00,shop-alpha.example,https://shop-beta.example/products/p106,GCC
SCR-00277,P107,SKU-P107,Webcam 4K,Video,ClearView,Delta Trade,Egypt,1670.47,1770.13,5.63,GBP,In Stock,108,3.9,3344,2024-02-04T21:00:00+00:00,shop-gamma.example,https://shop-alpha.example/products/p107,GCC
SCR-00278,P108,SKU-P108,Portable SSD 1TB,Storage,FlashCore,Delta Trade,Qatar,242.92,289.85,16.19,BHD,Out of Stock,146,4.6,1101,2024-02-05T00:00:00+00:00,shop-alpha.example,https://shop-alpha.example/products/p108,Global
SCR-00279,P109,SKU-P109,Desk Lamp,Office,BrightNest,Delta Trade,KSA,400.16,468.74,14.63,AED,In Stock,116,3.8,708,2024-02-05T03:00:00+00:00,shop-gamma.example,https://shop-alpha.example/products/p109,EMEA
SCR-00280,P110,SKU-P110,Tablet Stand,Accessories,FlexMount,Alpha Supply,UK,712.05,843.76,15.61,AED,Out of Stock,85,4.2,3093,2024-02-05T06:00:00+00:00,shop-alpha.example,https://shop-alpha.example/products/p110,GCC
SCR-00281,P101,SKU-P101,Wireless Mouse,Accessories,LogiTech,Alpha Supply,UK,729.59,841.90,13.34,BHD,Low Stock,242,4.5,4225,2024-02-05T09:00:00+00:00,shop-gamma.example,https://shop-beta.example/products/p101,Global
SCR-00282,P102,SKU-P102,Mechanical Keyboard,Accessories,KeyCraft,Vertex Global,USA,435.17,492.16,11.58,QAR,Low Stock,129,4.6,1279,2024-02-05T12:00:00+00:00,shop-gamma.example,https://shop-beta.example/products/p102,EMEA
SCR-00283,P103,SKU-P103,USB-C Hub,Connectivity,DockPro,Prime Distribution,USA,1474.48,1740.01,15.26,GBP,In Stock,10,3.6,1829,2024-02-05T15:00:00+00:00,shop-gamma.example,https://shop-alpha.example/products/p103,EMEA
SCR-00284,P104,SKU-P104,Laptop Stand,Office,ErgoLift,Prime Distribution,KSA,653.26,704.63,7.29,GBP,Low Stock,166,4.8,1451,2024-02-05T18:00:00+00:00,shop-beta.example,https://shop-alpha.example/products/p104,Global
SCR-00285,P105,SKU-P105,27-inch Monitor,Displays,VisionTech,Alpha Supply,KSA,1451.83,1638.63,11.40,SAR,Out of Stock,73,4.7,102,2024-02-05T21:00:00+00:00,shop-alpha.example,https://shop-alpha.example/products/p105,GCC
SCR-00286,P106,SKU-P106,Noise-Cancelling Headset,Audio,SoundPeak,Delta Trade,Qatar,244.02,267.54,8.79,SAR,Out of Stock,126,4.5,2397,2024-02-06T00:00:00+00:00,shop-alpha.example,https://shop-beta.example/products/p106,EMEA
SCR-00287,P107,SKU-P107,Webcam 4K,Video,ClearView,Vertex Global,Kuwait,1317.46,1492.36,11.72,BHD,In Stock,161,4.0,2140,2024-02-06T03:00:00+00:00,shop-gamma.example,https://shop-alpha.example/products/p107,Global
SCR-00288,P108,SKU-P108,Portable SSD 1TB,Storage,FlashCore,Prime Distribution,USA,1271.18,1384.88,8.21,QAR,In Stock,95,3.9,1966,2024-02-06T06:00:00+00:00,shop-beta.example,https://shop-beta.example/products/p108,Global
SCR-00289,P109,SKU-P109,Desk Lamp,Office,BrightNest,Vertex Global,Kuwait,1310.22,1340.65,2.27,QAR,Low Stock,195,4.4,3319,2024-02-06T09:00:00+00:00,shop-beta.example,https://shop-alpha.example/products/p109,GCC
SCR-00290,P110,SKU-P110,Tablet Stand,Accessories,FlexMount,Prime Distribution,UK,1184.90,1414.64,16.24,SAR,Out of Stock,39,4.2,3122,2024-02-06T12:00:00+00:00,shop-alpha.example,https://shop-gamma.example/products/p110,GCC
SCR-00291,P101,SKU-P101,Wireless Mouse,Accessories,LogiTech,Vertex Global,KSA,646.16,682.76,5.36,KWD,Out of Stock,211,4.2,2440,2024-02-06T15:00:00+00:00,shop-alpha.example,https://shop-alpha.example/products/p101,EMEA
SCR-00292,P102,SKU-P102,Mechanical Keyboard,Accessories,KeyCraft,Prime Distribution,Qatar,720.00,799.47,9.94,KWD,Low Stock,171,3.9,2234,2024-02-06T18:00:00+00:00,shop-gamma.example,https://shop-beta.example/products/p102,EMEA
SCR-00293,P103,SKU-P103,USB-C Hub,Connectivity,DockPro,Prime Distribution,Bahrain,616.67,668.19,7.71,SAR,In Stock,62,4.8,2394,2024-02-06T21:00:00+00:00,shop-alpha.example,https://shop-alpha.example/products/p103,GCC
SCR-00294,P104,SKU-P104,Laptop Stand,Office,ErgoLift,Vertex Global,Egypt,344.75,346.38,0.47,SAR,Low Stock,6,3.7,3959,2024-02-07T00:00:00+00:00,shop-beta.example,https://shop-alpha.example/products/p104,Global
SCR-00295,P105,SKU-P105,27-inch Monitor,Displays,VisionTech,Vertex Global,Egypt,69.25,71.14,2.66,EGP,In Stock,10,3.4,4855,2024-02-07T03:00:00+00:00,shop-beta.example,https://shop-alpha.example/products/p105,EMEA
SCR-00296,P106,SKU-P106,Noise-Cancelling Headset,Audio,SoundPeak,Delta Trade,Egypt,61.08,73.27,16.64,SAR,Out of Stock,153,3.7,4490,2024-02-07T06:00:00+00:00,shop-gamma.example,https://shop-beta.example/products/p106,EMEA
SCR-00297,P107,SKU-P107,Webcam 4K,Video,ClearView,Prime Distribution,Bahrain,395.45,403.48,1.99,BHD,In Stock,53,4.5,328,2024-02-07T09:00:00+00:00,shop-gamma.example,https://shop-gamma.example/products/p107,EMEA
SCR-00298,P108,SKU-P108,Portable SSD 1TB,Storage,FlashCore,Delta Trade,Qatar,799.03,902.65,11.48,SAR,Out of Stock,113,3.9,3825,2024-02-07T12:00:00+00:00,shop-beta.example,https://shop-gamma.example/products/p108,EMEA
SCR-00299,P109,SKU-P109,Desk Lamp,Office,BrightNest,Vertex Global,USA,1136.21,1347.02,15.65,EGP,Low Stock,136,3.9,2616,2024-02-07T15:00:00+00:00,shop-alpha.example,https://shop-beta.example/products/p109,EMEA
SCR-00300,P110,SKU-P110,Tablet Stand,Accessories,FlexMount,Vertex Global,KSA,576.25,587.41,1.90,EUR,In Stock,73,3.7,1970,2024-02-07T18:00:00+00:00,shop-gamma.example,https://shop-beta.example/products/p110,GCC
SCR-00301,P101,SKU-P101,Wireless Mouse,Accessories,LogiTech,Vertex Global,USA,30.72,34.03,9.73,EUR,Out of Stock,8,3.7,3496,2024-02-07T21:00:00+00:00,shop-beta.example,https://shop-gamma.example/products/p101,GCC
SCR-00302,P102,SKU-P102,Mechanical Keyboard,Accessories,KeyCraft,Vertex Global,UK,1249.20,1336.47,6.53,AED,Out of Stock,221,4.7,3131,2024-02-08T00:00:00+00:00,shop-gamma.example,https://shop-alpha.example/products/p102,GCC
SCR-00303,P103,SKU-P103,USB-C Hub,Connectivity,DockPro,Prime Distribution,Qatar,1137.17,1268.17,10.33,KWD,Low Stock,245,3.3,142,2024-02-08T03:00:00+00:00,shop-gamma.example,https://shop-gamma.example/products/p103,GCC
SCR-00304,P104,SKU-P104,Laptop Stand,Office,ErgoLift,Prime Distribution,USA,946.07,1043.88,9.37,KWD,In Stock,160,3.8,2631,2024-02-08T06:00:00+00:00,shop-gamma.example,https://shop-gamma.example/products/p104,Global
SCR-00305,P105,SKU-P105,27-inch Monitor,Displays,VisionTech,Delta Trade,Kuwait,583.33,638.85,8.69,QAR,Low Stock,105,4.7,4120,2024-02-08T09:00:00+00:00,shop-alpha.example,https://shop-gamma.example/products/p105,Global
SCR-00306,P106,SKU-P106,Noise-Cancelling Headset,Audio,SoundPeak,Vertex Global,Kuwait,836.73,1000.63,16.38,SAR,Out of Stock,60,3.3,2269,2024-02-08T12:00:00+00:00,shop-beta.example,https://shop-alpha.example/products/p106,GCC
SCR-00307,P107,SKU-P107,Webcam 4K,Video,ClearView,Prime Distribution,Qatar,595.37,672.13,11.42,SAR,Low Stock,45,4.4,4834,2024-02-08T15:00:00+00:00,shop-beta.example,https://shop-alpha.example/products/p107,GCC
SCR-00308,P108,SKU-P108,Portable SSD 1TB,Storage,FlashCore,Delta Trade,Kuwait,977.35,1049.22,6.85,AED,In Stock,224,3.6,845,2024-02-08T18:00:00+00:00,shop-alpha.example,https://shop-alpha.example/products/p108,EMEA
SCR-00309,P109,SKU-P109,Desk Lamp,Office,BrightNest,Vertex Global,UK,1234.34,1361.65,9.35,QAR,Low Stock,6,4.3,3237,2024-02-08T21:00:00+00:00,shop-beta.example,https://shop-alpha.example/products/p109,EMEA
SCR-00310,P110,SKU-P110,Tablet Stand,Accessories,FlexMount,Delta Trade,UAE,1044.46,1127.81,7.39,GBP,Low Stock,154,4.0,1023,2024-02-09T00:00:00+00:00,shop-beta.example,https://shop-beta.example/products/p110,GCC
SCR-00311,P101,SKU-P101,Wireless Mouse,Accessories,LogiTech,Vertex Global,Qatar,746.06,902.57,17.34,AED,Low Stock,91,4.7,2761,2024-02-09T03:00:00+00:00,shop-gamma.example,https://shop-beta.example/products/p101,GCC
SCR-00312,P102,SKU-P102,Mechanical Keyboard,Accessories,KeyCraft,Prime Distribution,Egypt,1405.13,1455.64,3.47,GBP,In Stock,178,4.3,1279,2024-02-09T06:00:00+00:00,shop-gamma.example,https://shop-alpha.example/products/p102,Global
SCR-00313,P103,SKU-P103,USB-C Hub,Connectivity,DockPro,Alpha Supply,KSA,196.72,238.05,17.36,BHD,Low Stock,48,3.3,4495,2024-02-09T09:00:00+00:00,shop-alpha.example,https://shop-alpha.example/products/p103,EMEA
SCR-00314,P104,SKU-P104,Laptop Stand,Office,ErgoLift,Prime Distribution,KSA,1357.35,1550.19,12.44,BHD,In Stock,177,4.2,3415,2024-02-09T12:00:00+00:00,shop-beta.example,https://shop-beta.example/products/p104,Global
SCR-00315,P105,SKU-P105,27-inch Monitor,Displays,VisionTech,Vertex Global,USA,1235.36,1486.42,16.89,AED,Out of Stock,138,4.0,1756,2024-02-09T15:00:00+00:00,shop-alpha.example,https://shop-gamma.example/products/p105,GCC
SCR-00316,P106,SKU-P106,Noise-Cancelling Headset,Audio,SoundPeak,Delta Trade,Bahrain,263.59,278.28,5.28,SAR,Low Stock,13,4.5,2953,2024-02-09T18:00:00+00:00,shop-beta.example,https://shop-alpha.example/products/p106,Global
SCR-00317,P107,SKU-P107,Webcam 4K,Video,ClearView,Delta Trade,UK,618.64,696.59,11.19,QAR,Low Stock,168,4.3,2013,2024-02-09T21:00:00+00:00,shop-gamma.example,https://shop-beta.example/products/p107,GCC
SCR-00318,P108,SKU-P108,Portable SSD 1TB,Storage,FlashCore,Vertex Global,USA,1498.01,1547.53,3.20,AED,In Stock,209,3.9,2759,2024-02-10T00:00:00+00:00,shop-alpha.example,https://shop-gamma.example/products/p108,EMEA
SCR-00319,P109,SKU-P109,Desk Lamp,Office,BrightNest,Vertex Global,Kuwait,299.48,300.44,0.32,GBP,In Stock,41,3.6,94,2024-02-10T03:00:00+00:00,shop-alpha.example,https://shop-gamma.example/products/p109,Global
SCR-00320,P110,SKU-P110,Tablet Stand,Accessories,FlexMount,Delta Trade,Kuwait,985.87,1191.82,17.28,AED,In Stock,125,4.8,1881,2024-02-10T06:00:00+00:00,shop-gamma.example,https://shop-beta.example/products/p110,EMEA
SCR-00321,P101,SKU-P101,Wireless Mouse,Accessories,LogiTech,Vertex Global,Qatar,615.61,656.44,6.22,SAR,Out of Stock,238,4.3,3826,2024-02-10T09:00:00+00:00,shop-gamma.example,https://shop-beta.example/products/p101,GCC
SCR-00322,P102,SKU-P102,Mechanical Keyboard,Accessories,KeyCraft,Vertex Global,Egypt,659.69,713.56,7.55,GBP,Low Stock,126,3.7,3916,2024-02-10T12:00:00+00:00,shop-gamma.example,https://shop-alpha.example/products/p102,EMEA
SCR-00323,P103,SKU-P103,USB-C Hub,Connectivity,DockPro,Alpha Supply,KSA,57.67,58.09,0.72,EGP,Out of Stock,221,4.3,3224,2024-02-10T15:00:00+00:00,shop-beta.example,https://shop-gamma.example/products/p103,GCC
SCR-00324,P104,SKU-P104,Laptop Stand,Office,ErgoLift,Delta Trade,Qatar,1089.53,1191.79,8.58,KWD,Low Stock,68,4.7,1149,2024-02-10T18:00:00+00:00,shop-beta.example,https://shop-alpha.example/products/p104,EMEA
SCR-00325,P105,SKU-P105,27-inch Monitor,Displays,VisionTech,Vertex Global,USA,173.03,189.70,8.79,SAR,In Stock,92,4.3,1896,2024-02-10T21:00:00+00:00,shop-beta.example,https://shop-alpha.example/products/p105,EMEA
SCR-00326,P106,SKU-P106,Noise-Cancelling Headset,Audio,SoundPeak,Prime Distribution,Qatar,596.76,711.28,16.10,QAR,In Stock,217,4.1,2523,2024-02-11T00:00:00+00:00,shop-gamma.example,https://shop-gamma.example/products/p106,Global
SCR-00327,P107,SKU-P107,Webcam 4K,Video,ClearView,Alpha Supply,UAE,63.47,74.64,14.96,AED,In Stock,64,4.6,1454,2024-02-11T03:00:00+00:00,shop-alpha.example,https://shop-alpha.example/products/p107,GCC
SCR-00328,P108,SKU-P108,Portable SSD 1TB,Storage,FlashCore,Prime Distribution,Bahrain,691.10,694.64,0.51,EGP,Low Stock,171,4.9,4774,2024-02-11T06:00:00+00:00,shop-beta.example,https://shop-beta.example/products/p108,Global
SCR-00329,P109,SKU-P109,Desk Lamp,Office,BrightNest,Prime Distribution,UK,548.27,558.04,1.75,QAR,Out of Stock,73,4.5,1435,2024-02-11T09:00:00+00:00,shop-alpha.example,https://shop-beta.example/products/p109,Global
SCR-00330,P110,SKU-P110,Tablet Stand,Accessories,FlexMount,Delta Trade,Bahrain,401.10,478.70,16.21,SAR,Out of Stock,159,4.3,2103,2024-02-11T12:00:00+00:00,shop-alpha.example,https://shop-gamma.example/products/p110,Global
SCR-00331,P101,SKU-P101,Wireless Mouse,Accessories,LogiTech,Vertex Global,Bahrain,912.91,1015.93,10.14,SAR,In Stock,110,4.9,3936,2024-02-11T15:00:00+00:00,shop-alpha.example,https://shop-beta.example/products/p101,GCC
SCR-00332,P102,SKU-P102,Mechanical Keyboard,Accessories,KeyCraft,Prime Distribution,UK,1208.92,1374.24,12.03,SAR,Out of Stock,39,4.1,3149,2024-02-11T18:00:00+00:00,shop-alpha.example,https://shop-gamma.example/products/p102,Global
SCR-00333,P103,SKU-P103,USB-C Hub,Connectivity,DockPro,Delta Trade,Bahrain,1499.19,1587.28,5.55,KWD,In Stock,151,3.8,3819,2024-02-11T21:00:00+00:00,shop-alpha.example,https://shop-alpha.example/products/p103,GCC
