transaction_id,customer_id,product_id,campaign_id,store_id,session_id,transaction_date,quantity,price,total_amount,order_id,payment_method,currency_code,country_code,city,sales_channel,device_type,promo_code,discount_amount,tax_amount,shipping_amount,fulfillment_status,transaction_status
T00127,C0576,P110,CMP-001,STR-004,SES-000127,11/28/2022,5,437.35,2044.39,ORD-00127,Bank Transfer,QAR,UAE,Sharjah,Retail,Desktop,NONE,256.90,96.49,18.05,Delivered,Pending
T00128,C0890,P103,CMP-004,STR-002,SES-000128,11/24/2024,4,536.23,2071.05,ORD-00128,Bank Transfer,EGP,Kuwait,Kuwait City,Online,Mobile,NONE,173.76,98.56,1.33,In Transit,Refunded
T00129,C0822,P101,CMP-001,STR-005,SES-000129,10/16/2024,3,1299.49,3540.69,ORD-00129,Google Pay,BHD,Qatar,Doha,Marketplace,Tablet,WELCOME10,563.97,166.73,39.46,Packed,Completed
T00130,C0353,P106,CMP-006,STR-004,SES-000130,10/21/2024,1,1060.75,1047.82,ORD-00130,Cash,AED,UAE,Sharjah,Online,Mobile,VIP15,87.07,48.68,25.46,Delivered,Completed
T00131,C0800,P104,CMP-004,STR-002,SES-000131,7/14/2023,6,301.17,1779.59,ORD-00131,Google Pay,BHD,UK,Birmingham,Retail,Mobile,NONE,168.24,81.94,58.87,Packed,Completed
T00132,C0119,P110,CMP-006,STR-001,SES-000132,3/16/2024,6,686.50,4276.45,ORD-00132,Bank Transfer,AED,Kuwait,Kuwait City,Retail,Desktop,RAMADAN20,85.87,201.66,41.66,Returned,Completed
T00133,C0858,P105,CMP-005,STR-004,SES-000133,9/19/2024,3,700.67,2180.59,ORD-00133,Credit Card,GBP,USA,Austin,Marketplace,Desktop,WELCOME10,76.56,101.27,53.87,Delivered,Pending
T00134,C0097,P101,CMP-001,STR-006,SES-000134,5/5/2024,2,418.88,856.58,ORD-00134,Credit Card,AED,Bahrain,Manama,Marketplace,Mobile,NONE,57.83,39.00,37.65,Packed,Completed
T00135,C0200,P101,CMP-003,STR-005,SES-000135,9/3/2024,3,698.61,2176.35,ORD-00135,Bank Transfer,EGP,UK,Manchester,Retail,Desktop,RAMADAN20,67.53,101.42,46.63,In Transit,Refunded
T00136,C0369,P106,CMP-003,STR-002,SES-000136,11/11/2023,5,635.09,3195.34,ORD-00136,Cash,KWD,Kuwait,Kuwait City,Online,Tablet,RAMADAN20,154.22,151.06,23.05,Returned,Completed
T00137,C0991,P109,CMP-004,STR-005,SES-000137,12/10/2022,6,616.26,3403.60,ORD-00137,Credit Card,GBP,Bahrain,Manama,Online,Mobile,NONE,485.19,160.62,30.61,Packed,Completed
T00138,C0361,P105,CMP-004,STR-006,SES-000138,6/27/2023,3,1276.55,3903.86,ORD-00138,Cash,KWD,Kuwait,Kuwait City,Online,Tablet,VIP15,137.10,184.63,26.68,In Transit,Completed
T00139,C0467,P101,CMP-003,STR-001,SES-000139,9/30/2023,3,76.96,241.33,ORD-00139,Apple Pay,BHD,UAE,Abu Dhabi,Online,Desktop,VIP15,23.08,10.39,23.14,Delivered,Completed
T00140,C0536,P102,CMP-005,STR-004,SES-000140,9/5/2022,2,813.86,1648.56,ORD-00140,Cash,KWD,KSA,Jeddah,Marketplace,Tablet,VIP15,107.64,76.00,52.48,Packed,Completed
T00141,C0589,P109,CMP-001,STR-006,SES-000141,1/27/2023,2,1329.64,2538.30,ORD-00141,Cash,BHD,Egypt,Cairo,Marketplace,Tablet,NONE,258.36,120.05,17.33,Delivered,Pending
T00142,C0006,P102,CMP-006,STR-006,SES-000142,2/12/2024,4,1053.28,4174.47,ORD-00142,Apple Pay,EUR,USA,Austin,Online,Desktop,NONE,291.20,196.10,56.45,In Transit,Pending
T00143,C0159,P108,CMP-001,STR-003,SES-000143,4/3/2023,6,638.05,3583.87,ORD-00143,Cash,GBP,KSA,Riyadh,Retail,Desktop,RAMADAN20,441.97,169.32,28.22,Returned,Pending
T00144,C0547,P110,CMP-002,STR-006,SES-000144,11/1/2024,4,145.21,557.52,ORD-00144,Cash,BHD,KSA,Riyadh,Marketplace,Desktop,VIP15,55.05,26.29,5.44,In Transit,Pending
T00145,C0691,P101,CMP-005,STR-003,SES-000145,1/23/2023,1,1189.39,1190.33,ORD-00145,Credit Card,BHD,Qatar,Al Rayyan,Retail,Tablet,NONE,73.91,55.77,19.08,Delivered,Completed
T00146,C0199,P102,CMP-002,STR-004,SES-000146,2/10/2022,3,494.87,1379.00,ORD-00146,Apple Pay,QAR,Bahrain,Manama,Marketplace,Tablet,VIP15,188.37,64.81,17.95,Returned,Refunded
T00147,C0587,P106,CMP-003,STR-005,SES-000147,7/12/2022,6,276.59,1621.32,ORD-00147,Bank Transfer,GBP,Qatar,Al Rayyan,Marketplace,Mobile,NONE,128.41,76.56,13.63,Packed,Completed
T00148,C0596,P105,CMP-001,STR-002,SES-000148,4/29/2023,6,1483.85,8931.64,ORD-00148,Apple Pay,EGP,Qatar,Al Rayyan,Marketplace,Tablet,NONE,437.74,423.27,43.01,Packed,Completed
T00149,C0356,P106,CMP-004,STR-001,SES-000149,7/28/2022,4,1490.88,5527.90,ORD-00149,Apple Pay,KWD,UAE,Dubai,Online,Desktop,WELCOME10,725.43,261.90,27.91,Returned,Completed
T00150,C0138,P108,CMP-006,STR-001,SES-000150,11/12/2022,2,171.96,401.39,ORD-00150,Credit Card,EGP,KSA,Dammam,Retail,Tablet,NONE,13.23,16.53,54.17,Delivered,Refunded
T00151,C0003,P108,CMP-004,STR-002,SES-000151,8/31/2023,3,331.56,1025.49,ORD-00151,Apple Pay,EUR,KSA,Jeddah,Online,Mobile,VIP15,41.75,47.65,24.91,Returned,Completed
T00152,C0076,P107,CMP-006,STR-002,SES-000152,10/11/2024,1,1222.01,1225.13,ORD-00152,Credit Card,QAR,Qatar,Al Rayyan,Retail,Tablet,WELCOME10,60.63,58.07,5.68,In Transit,Completed
T00153,C0487,P103,CMP-006,STR-002,SES-000153,2/20/2024,5,564.64,2891.98,ORD-00153,Google Pay,KWD,USA,Austin,Online,Desktop,NONE,111.48,135.59,44.67,Packed,Completed
T00154,C0342,P105,CMP-006,STR-004,SES-000154,11/11/2022,2,403.29,789.31,ORD-00154,Google Pay,GBP,UAE,Dubai,Online,Desktop,NONE,107.87,34.94,55.66,Delivered,Completed
T00155,C0628,P101,CMP-001,STR-003,SES-000155,1/19/2024,6,807.97,4657.20,ORD-00155,Apple Pay,GBP,Bahrain,Riffa,Marketplace,Mobile,RAMADAN20,439.44,220.42,28.40,Delivered,Completed
T00156,C0429,P109,CMP-006,STR-002,SES-000156,3/25/2023,3,564.83,1698.14,ORD-00156,Google Pay,SAR,USA,Chicago,Retail,Mobile,VIP15,90.92,80.18,14.39,Packed,Pending
T00157,C0578,P108,CMP-003,STR-005,SES-000157,3/8/2024,5,851.81,4463.33,ORD-00157,Google Pay,BHD,UK,Manchester,Retail,Mobile,WELCOME10,27.98,211.55,20.71,Delivered,Refunded
T00158,C0639,P103,CMP-004,STR-006,SES-000158,3/6/2024,1,877.56,899.75,ORD-00158,Bank Transfer,KWD,Qatar,Al Rayyan,Online,Mobile,RAMADAN20,38.03,41.98,18.24,In Transit,Completed
T00159,C0342,P107,CMP-006,STR-004,SES-000159,12/12/2023,3,785.84,2229.25,ORD-00159,Credit Card,EUR,UAE,Dubai,Marketplace,Tablet,RAMADAN20,270.64,104.34,38.03,Returned,Completed
T00160,C0168,P104,CMP-002,STR-003,SES-000160,1/8/2023,1,396.78,439.45,ORD-00160,Credit Card,SAR,KSA,Riyadh,Online,Desktop,RAMADAN20,1.08,19.79,23.96,Delivered,Completed
T00161,C0391,P104,CMP-003,STR-005,SES-000161,6/10/2022,6,1200.53,7478.27,ORD-00161,Apple Pay,AED,KSA,Riyadh,Online,Tablet,RAMADAN20,98.23,355.25,18.07,Delivered,Completed
T00162,C0836,P103,CMP-002,STR-002,SES-000162,4/22/2024,6,1287.97,6938.58,ORD-00162,Credit Card,EGP,UAE,Sharjah,Retail,Desktop,VIP15,1126.54,330.06,7.24,In Transit,Completed
T00163,C0150,P105,CMP-006,STR-005,SES-000163,11/16/2022,2,448.68,952.96,ORD-00163,Apple Pay,AED,UK,Manchester,Online,Mobile,NONE,3.01,44.72,13.89,Packed,Completed
T00164,C0459,P109,CMP-005,STR-002,SES-000164,11/26/2022,3,1001.88,3036.77,ORD-00164,Bank Transfer,SAR,UAE,Sharjah,Retail,Mobile,VIP15,150.09,142.78,38.44,Packed,Completed
T00165,C0619,P106,CMP-004,STR-001,SES-000165,9/19/2024,4,296.10,1235.45,ORD-00165,Cash,QAR,Egypt,Giza,Marketplace,Tablet,RAMADAN20,49.87,56.73,44.19,Returned,Completed
T00166,C0058,P109,CMP-005,STR-004,SES-000166,7/27/2024,5,1402.56,7129.53,ORD-00166,Google Pay,AED,Qatar,Al Rayyan,Retail,Mobile,NONE,226.72,339.30,4.15,Returned,Completed
T00167,C0612,P101,CMP-004,STR-002,SES-000167,5/2/2023,4,105.76,423.12,ORD-00167,Credit Card,KWD,Qatar,Al Rayyan,Marketplace,Desktop,WELCOME10,30.79,19.61,11.26,Returned,Completed
T00168,C0502,P104,CMP-004,STR-002,SES-000168,10/26/2022,3,498.85,1463.08,ORD-00168,Bank Transfer,BHD,Kuwait,Kuwait City,Marketplace,Mobile,WELCOME10,134.29,68.11,32.71,In Transit,Completed
T00169,C0970,P109,CMP-002,STR-001,SES-000169,7/27/2023,4,270.11,1118.40,ORD-00169,Apple Pay,GBP,Egypt,Cairo,Online,Tablet,NONE,25.93,52.73,11.16,Packed,Pending
T00170,C0962,P106,CMP-002,STR-006,SES-000170,12/1/2022,2,523.33,958.16,ORD-00170,Bank Transfer,AED,Egypt,Alexandria,Retail,Tablet,VIP15,156.12,44.53,23.09,Delivered,Completed
T00171,C0285,P105,CMP-001,STR-002,SES-000171,9/30/2023,3,1388.55,4311.46,ORD-00171,Google Pay,KWD,Qatar,Doha,Marketplace,Desktop,NONE,115.92,202.49,59.24,Packed,Pending
T00172,C0724,P104,CMP-006,STR-006,SES-000172,12/15/2023,1,437.32,438.24,ORD-00172,Cash,GBP,KSA,Dammam,Online,Tablet,RAMADAN20,59.62,18.89,41.65,In Transit,Completed
T00173,C0361,P104,CMP-003,STR-005,SES-000173,4/25/2023,2,1080.63,2155.88,ORD-00173,Cash,KWD,Kuwait,Kuwait City,Retail,Mobile,NONE,144.84,100.82,38.64,In Transit,Completed
T00174,C0781,P101,CMP-005,STR-006,SES-000174,7/3/2023,3,853.05,2562.17,ORD-00174,Cash,EGP,Qatar,Doha,Marketplace,Desktop,WELCOME10,138.73,121.02,20.73,Packed,Completed
T00175,C0759,P104,CMP-001,STR-001,SES-000175,9/14/2024,1,850.35,780.01,ORD-00175,Bank Transfer,QAR,UK,Birmingham,Retail,Desktop,RAMADAN20,111.48,36.94,4.20,Returned,Completed
T00176,C0478,P106,CMP-002,STR-006,SES-000176,7/20/2022,3,832.88,2389.63,ORD-00176,Bank Transfer,KWD,Qatar,Al Rayyan,Online,Tablet,RAMADAN20,277.33,111.07,57.25,Packed,Completed
T00177,C0470,P101,CMP-006,STR-002,SES-000177,11/13/2023,2,1024.29,2080.07,ORD-00177,Google Pay,SAR,USA,New York,Online,Tablet,NONE,113.38,96.76,48.11,In Transit,Completed
T00178,C0757,P107,CMP-002,STR-006,SES-000178,9/14/2023,1,235.68,249.72,ORD-00178,Cash,AED,USA,Austin,Retail,Tablet,VIP15,23.32,10.62,26.74,Delivered,Completed
T00179,C0583,P107,CMP-003,STR-004,SES-000179,3/14/2022,2,320.56,600.46,ORD-00179,Google Pay,KWD,UK,Birmingham,Online,Tablet,WELCOME10,79.00,28.11,10.23,Delivered,Refunded
T00180,C0328,P105,CMP-006,STR-006,SES-000180,4/6/2023,2,1468.02,2807.40,ORD-00180,Apple Pay,QAR,USA,New York,Online,Tablet,WELCOME10,279.18,132.84,17.70,Returned,Completed
T00181,C0354,P103,CMP-006,STR-003,SES-000181,1/25/2023,1,88.44,132.51,ORD-00181,Bank Transfer,GBP,KSA,Riyadh,Retail,Mobile,VIP15,0.86,4.38,40.55,Packed,Completed
T00182,C0766,P103,CMP-002,STR-003,SES-000182,12/1/2022,6,1293.37,7692.26,ORD-00182,Google Pay,BHD,Kuwait,Kuwait City,Retail,Desktop,NONE,467.77,364.62,35.19,Returned,Refunded
T00183,C0667,P107,CMP-003,STR-003,SES-000183,12/1/2022,5,635.03,2879.57,ORD-00183,Bank Transfer,AED,UK,Birmingham,Marketplace,Tablet,NONE,446.01,136.46,13.97,Delivered,Completed
T00184,C0751,P101,CMP-001,STR-002,SES-000184,8/26/2023,3,797.47,2532.03,ORD-00184,Google Pay,EGP,UAE,Sharjah,Online,Mobile,RAMADAN20,3.33,119.45,23.50,In Transit,Pending
T00185,C0669,P101,CMP-001,STR-003,SES-000185,6/9/2023,5,127.63,722.71,ORD-00185,Credit Card,BHD,USA,Chicago,Online,Tablet,WELCOME10,5.23,31.65,58.14,Delivered,Completed
T00186,C0940,P110,CMP-002,STR-001,SES-000186,8/4/2023,5,911.40,4830.62,ORD-00186,Google Pay,AED,USA,Chicago,Marketplace,Mobile,WELCOME10,11.13,227.29,57.46,Delivered,Completed
T00187,C0470,P101,CMP-006,STR-003,SES-000187,2/28/2023,1,68.10,114.93,ORD-00187,Apple Pay,SAR,USA,New York,Marketplace,Tablet,RAMADAN20,3.55,3.23,47.15,In Transit,Completed
T00188,C0397,P107,CMP-001,STR-004,SES-000188,6/30/2024,3,980.04,2979.25,ORD-00188,Apple Pay,KWD,Qatar,Doha,Online,Desktop,RAMADAN20,117.87,141.11,15.89,Delivered,Pending
T00189,C0360,P102,CMP-003,STR-006,SES-000189,9/27/2022,4,724.34,2733.41,ORD-00189,Apple Pay,EUR,Qatar,Al Rayyan,Online,Mobile,VIP15,297.83,129.98,3.90,Delivered,Completed
T00190,C0082,P107,CMP-002,STR-006,SES-000190,8/22/2024,1,402.68,412.13,ORD-00190,Google Pay,SAR,Qatar,Doha,Online,Desktop,NONE,45.39,17.86,36.98,Returned,Completed
T00191,C0011,P105,CMP-006,STR-004,SES-000191,1/18/2023,3,537.95,1705.59,ORD-00191,Bank Transfer,GBP,UAE,Sharjah,Marketplace,Mobile,WELCOME10,29.41,79.22,41.93,Packed,Completed
T00192,C0450,P103,CMP-003,STR-006,SES-000192,3/7/2022,5,980.73,4961.18,ORD-00192,Apple Pay,QAR,Egypt,Giza,Online,Tablet,RAMADAN20,225.21,233.92,48.82,Delivered,Pending
T00193,C0439,P110,CMP-002,STR-003,SES-000193,4/17/2023,2,626.08,1296.12,ORD-00193,Cash,GBP,Bahrain,Manama,Online,Tablet,NONE,18.62,61.68,0.90,In Transit,Completed
T00194,C0027,P110,CMP-005,STR-006,SES-000194,10/31/2024,1,267.99,288.50,ORD-00194,Credit Card,EGP,UAE,Dubai,Retail,Tablet,WELCOME10,28.90,11.95,37.46,Returned,Completed
T00195,C0751,P102,CMP-003,STR-006,SES-000195,6/11/2023,5,246.28,1262.09,ORD-00195,Google Pay,KWD,UAE,Sharjah,Online,Mobile,RAMADAN20,65.75,58.28,38.16,Returned,Completed
T00196,C0661,P103,CMP-004,STR-002,SES-000196,12/26/2024,6,664.40,3835.62,ORD-00196,Bank Transfer,QAR,KSA,Riyadh,Retail,Mobile,NONE,355.92,181.52,23.62,Delivered,Completed
T00197,C0072,P103,CMP-005,STR-006,SES-000197,10/5/2022,6,1320.00,8147.13,ORD-00197,Credit Card,EUR,UAE,Sharjah,Marketplace,Desktop,RAMADAN20,176.32,387.18,16.27,Packed,Refunded
T00198,C0467,P108,CMP-005,STR-001,SES-000198,1/24/2022,4,29.49,119.11,ORD-00198,Credit Card,GBP,UAE,Abu Dhabi,Retail,Desktop,NONE,12.23,5.29,8.09,Packed,Completed
T00199,C0761,P102,CMP-003,STR-004,SES-000199,1/1/2023,1,853.84,853.67,ORD-00199,Bank Transfer,SAR,Kuwait,Kuwait City,Retail,Desktop,WELCOME10,86.05,38.39,47.49,Delivered,Completed
T00200,C0457,P103,CMP-005,STR-003,SES-000200,8/28/2022,6,232.13,1373.49,ORD-00200,Credit Card,EUR,Egypt,Giza,Retail,Desktop,NONE,134.63,62.91,52.43,Delivered,Completed
T00201,C0568,P105,CMP-001,STR-006,SES-000201,5/6/2023,5,64.77,350.57,ORD-00201,Bank Transfer,EUR,USA,Chicago,Marketplace,Mobile,RAMADAN20,27.59,14.81,39.50,Delivered,Pending
T00202,C0428,P104,CMP-002,STR-002,SES-000202,12/11/2023,1,601.91,604.01,ORD-00202,Bank Transfer,EUR,Kuwait,Hawalli,Online,Tablet,VIP15,63.40,26.93,38.57,In Transit,Completed
T00203,C0539,P101,CMP-006,STR-001,SES-000203,11/27/2023,1,1026.20,1081.98,ORD-00203,Bank Transfer,EGP,Qatar,Doha,Marketplace,Mobile,NONE,8.21,50.90,13.09,In Transit,Completed
T00204,C0913,P107,CMP-003,STR-003,SES-000204,6/9/2022,5,871.52,4381.92,ORD-00204,Apple Pay,QAR,UAE,Abu Dhabi,Online,Desktop,NONE,188.20,208.47,4.05,Returned,Completed
T00205,C0381,P101,CMP-006,STR-002,SES-000205,3/28/2022,4,613.42,2397.48,ORD-00205,Cash,SAR,Qatar,Doha,Retail,Desktop,WELCOME10,213.93,111.99,45.74,Returned,Refunded
T00206,C0535,P105,CMP-005,STR-001,SES-000206,5/1/2023,2,1260.44,2636.28,ORD-00206,Cash,SAR,Kuwait,Hawalli,Online,Desktop,RAMADAN20,35.42,124.27,26.55,Returned,Completed
T00207,C0381,P101,CMP-006,STR-006,SES-000207,3/25/2022,3,302.71,921.42,ORD-00207,Apple Pay,SAR,Qatar,Doha,Marketplace,Desktop,VIP15,67.25,42.04,38.50,Packed,Completed
T00208,C0636,P106,CMP-001,STR-006,SES-000208,5/23/2023,5,605.65,2803.79,ORD-00208,Credit Card,GBP,KSA,Dammam,Marketplace,Desktop,VIP15,412.08,130.81,56.81,Returned,Refunded
T00209,C0871,P106,CMP-004,STR-004,SES-000209,1/23/2024,2,1163.73,2329.20,ORD-00209,Google Pay,GBP,UAE,Abu Dhabi,Marketplace,Tablet,RAMADAN20,113.46,110.70,4.50,In Transit,Completed
T00210,C0613,P103,CMP-004,STR-001,SES-000210,11/27/2024,1,276.90,273.45,ORD-00210,Credit Card,GBP,Qatar,Al Rayyan,Marketplace,Tablet,NONE,19.03,12.89,2.69,Delivered,Completed
T00211,C0004,P104,CMP-006,STR-002,SES-000211,1/12/2022,5,249.53,1317.40,ORD-00211,Bank Transfer,AED,USA,Chicago,Retail,Tablet,NONE,44.79,60.14,54.40,Returned,Completed
T00212,C0501,P109,CMP-005,STR-003,SES-000212,8/22/2022,4,612.91,2386.94,ORD-00212,Bank Transfer,QAR,Kuwait,Kuwait City,Marketplace,Desktop,NONE,206.86,112.24,29.92,In Transit,Completed
T00213,C0803,P110,CMP-003,STR-006,SES-000213,3/27/2024,6,135.47,739.22,ORD-00213,Apple Pay,BHD,Egypt,Cairo,Retail,Desktop,WELCOME10,116.88,34.80,8.48,Returned,Completed
T00214,C0020,P106,CMP-003,STR-006,SES-000214,3/19/2022,2,1093.15,2339.92,ORD-00214,Cash,QAR,Kuwait,Kuwait City,Marketplace,Desktop,VIP15,6.34,109.00,50.96,Packed,Completed
T00215,C0725,P109,CMP-005,STR-003,SES-000215,2/24/2024,5,773.04,3829.53,ORD-00215,Cash,GBP,KSA,Riyadh,Online,Tablet,RAMADAN20,232.32,181.64,15.01,In Transit,Completed
T00216,C0195,P110,CMP-001,STR-005,SES-000216,3/29/2022,2,369.09,767.35,ORD-00216,Credit Card,QAR,UK,Birmingham,Marketplace,Desktop,WELCOME10,32.56,35.28,26.45,Packed,Refunded
T00217,C0926,P104,CMP-004,STR-006,SES-000217,3/17/2022,5,1454.51,7584.99,ORD-00217,Google Pay,GBP,UK,Manchester,Retail,Desktop,VIP15,67.57,360.25,19.76,Returned,Refunded
T00218,C0772,P104,CMP-001,STR-005,SES-000218,3/23/2023,6,401.02,2258.13,ORD-00218,Apple Pay,QAR,UAE,Sharjah,Retail,Mobile,RAMADAN20,256.43,107.48,0.96,In Transit,Completed
T00219,C0868,P104,CMP-003,STR-004,SES-000219,6/10/2022,3,127.35,399.98,ORD-00219,Credit Card,EUR,USA,New York,Marketplace,Desktop,NONE,55.96,16.30,57.59,Returned,Completed
T00220,C0091,P101,CMP-004,STR-004,SES-000220,10/12/2023,5,1331.28,6562.54,ORD-00220,Google Pay,EGP,UAE,Abu Dhabi,Retail,Desktop,RAMADAN20,445.09,310.57,40.66,In Transit,Pending
T00221,C0134,P110,CMP-002,STR-005,SES-000221,11/7/2023,3,1061.11,2920.64,ORD-00221,Google Pay,QAR,Egypt,Giza,Retail,Desktop,NONE,437.65,137.28,37.68,Packed,Pending
T00222,C0564,P107,CMP-002,STR-005,SES-000222,2/11/2023,6,399.30,2205.18,ORD-00222,Cash,AED,Qatar,Al Rayyan,Retail,Mobile,VIP15,352.21,102.18,59.41,In Transit,Pending
T00223,C0544,P107,CMP-001,STR-002,SES-000223,4/8/2024,3,1482.62,4575.19,ORD-00223,Apple Pay,SAR,Egypt,Cairo,Marketplace,Tablet,WELCOME10,122.30,216.28,33.35,Delivered,Refunded
T00224,C0018,P108,CMP-005,STR-001,SES-000224,3/28/2022,3,1065.56,3037.07,ORD-00224,Credit Card,SAR,Bahrain,Riffa,Marketplace,Mobile,WELCOME10,333.74,143.15,30.98,Packed,Completed
T00225,C0829,P106,CMP-001,STR-002,SES-000225,12/16/2024,2,914.27,1749.13,ORD-00225,Google Pay,SAR,Kuwait,Kuwait City,Retail,Mobile,WELCOME10,177.07,82.57,15.09,Returned,Pending
T00226,C0534,P102,CMP-003,STR-006,SES-000226,10/3/2024,6,478.66,2617.32,ORD-00226,Google Pay,GBP,Qatar,Doha,Retail,Mobile,NONE,380.63,124.57,1.42,Packed,Pending
T00227,C0365,P101,CMP-006,STR-006,SES-000227,4/24/2022,4,774.83,3088.00,ORD-00227,Google Pay,AED,Bahrain,Manama,Online,Desktop,WELCOME10,207.92,144.57,52.03,In Transit,Refunded
T00228,C0815,P107,CMP-006,STR-001,SES-000228,3/27/2023,4,1291.48,5314.04,ORD-00228,Credit Card,QAR,UAE,Abu Dhabi,Online,Desktop,RAMADAN20,161.93,250.20,59.85,In Transit,Completed
T00229,C0365,P102,CMP-004,STR-006,SES-000229,4/4/2023,2,933.33,1874.12,ORD-00229,Google Pay,EGP,Bahrain,Manama,Retail,Desktop,WELCOME10,122.29,87.22,42.53,Returned,Completed
T00230,C0559,P106,CMP-001,STR-004,SES-000230,12/16/2024,2,1050.70,2025.68,ORD-00230,Bank Transfer,GBP,USA,New York,Online,Desktop,NONE,214.72,94.33,44.67,In Transit,Refunded
T00231,C0031,P102,CMP-004,STR-006,SES-000231,6/7/2023,1,903.31,958.75,ORD-00231,Credit Card,AED,USA,Chicago,Retail,Tablet,WELCOME10,41.54,43.09,53.89,In Transit,Refunded
T00232,C0693,P109,CMP-002,STR-006,SES-000232,11/7/2023,5,990.79,4876.36,ORD-00232,Cash,GBP,USA,Chicago,Retail,Tablet,RAMADAN20,317.02,231.85,7.58,Returned,Refunded
T00233,C0392,P106,CMP-003,STR-001,SES-000233,10/2/2022,2,464.05,874.41,ORD-00233,Google Pay,KWD,UK,Birmingham,Online,Mobile,RAMADAN20,138.86,39.46,45.71,In Transit,Completed
T00234,C0799,P103,CMP-005,STR-006,SES-000234,12/1/2022,4,1232.21,4594.78,ORD-00234,Bank Transfer,KWD,Qatar,Al Rayyan,Online,Tablet,WELCOME10,589.71,216.96,38.69,Returned,Refunded
T00235,C0371,P107,CMP-002,STR-004,SES-000235,1/28/2024,3,528.05,1458.37,ORD-00235,Google Pay,GBP,UK,London,Retail,Desktop,VIP15,196.02,69.41,0.83,In Transit,Completed
T00236,C0243,P107,CMP-006,STR-003,SES-000236,12/14/2022,2,1036.61,1913.08,ORD-00236,Credit Card,KWD,USA,Chicago,Marketplace,Desktop,RAMADAN20,266.21,90.35,15.72,Returned,Completed
T00237,C0517,P104,CMP-005,STR-006,SES-000237,1/23/2022,1,1418.68,1354.93,ORD-00237,Cash,EGP,KSA,Jeddah,Marketplace,Mobile,VIP15,155.04,63.18,28.11,Packed,Pending
T00238,C0554,P106,CMP-006,STR-002,SES-000238,11/29/2024,4,117.60,475.18,ORD-00238,Cash,GBP,KSA,Dammam,Marketplace,Tablet,VIP15,61.81,20.43,46.16,Packed,Completed
T00239,C0135,P110,CMP-005,STR-006,SES-000239,8/12/2024,6,379.09,2290.59,ORD-00239,Apple Pay,QAR,Bahrain,Riffa,Online,Mobile,VIP15,108.47,108.30,16.22,Delivered,Completed
T00240,C0716,P107,CMP-005,STR-005,SES-000240,2/28/2024,6,1092.92,6279.63,ORD-00240,Cash,AED,Qatar,Doha,Retail,Tablet,RAMADAN20,617.56,297.00,42.67,Returned,Completed
T00241,C0910,P105,CMP-006,STR-002,SES-000241,9/25/2024,2,478.33,889.39,ORD-00241,Google Pay,BHD,Bahrain,Manama,Retail,Desktop,WELCOME10,115.55,42.06,6.22,Returned,Pending
T00242,C0088,P106,CMP-004,STR-001,SES-000242,4/6/2024,2,120.84,257.85,ORD-00242,Bank Transfer,SAR,USA,New York,Online,Tablet,RAMADAN20,17.72,11.20,22.69,Packed,Completed
T00243,C0299,P101,CMP-006,STR-006,SES-000243,3/18/2023,1,864.52,816.77,ORD-00243,Bank Transfer,SAR,KSA,Riyadh,Marketplace,Mobile,VIP15,109.38,37.76,23.87,Returned,Pending
T00244,C0742,P109,CMP-005,STR-006,SES-000244,6/2/2024,4,1322.84,5284.31,ORD-00244,Credit Card,EGP,Egypt,Alexandria,Online,Desktop,RAMADAN20,312.15,248.96,56.14,Packed,Completed
T00245,C0264,P108,CMP-004,STR-006,SES-000245,5/17/2024,4,87.56,336.01,ORD-00245,Bank Transfer,SAR,KSA,Dammam,Retail,Desktop,VIP15,36.09,15.71,6.15,Returned,Pending
T00246,C0145,P106,CMP-004,STR-005,SES-000246,1/29/2024,6,279.49,1567.93,ORD-00246,Cash,AED,Kuwait,Hawalli,Online,Tablet,WELCOME10,240.63,71.82,59.80,In Transit,Completed
T00247,C0229,P108,CMP-002,STR-003,SES-000247,11/30/2023,3,214.65,697.09,ORD-00247,Credit Card,SAR,USA,New York,Marketplace,Desktop,WELCOME10,27.62,30.82,49.94,Packed,Completed
T00248,C0571,P102,CMP-005,STR-003,SES-000248,6/22/2022,4,160.82,614.40,ORD-00248,Credit Card,EUR,Kuwait,Kuwait City,Marketplace,Desktop,RAMADAN20,58.25,29.25,0.12,Packed,Completed
T00249,C0215,P102,CMP-004,STR-003,SES-000249,10/3/2023,2,841.47,1769.27,ORD-00249,Apple Pay,KWD,Bahrain,Riffa,Marketplace,Mobile,WELCOME10,48.76,81.71,53.38,In Transit,Completed
T00250,C0249,P103,CMP-006,STR-001,SES-000250,3/9/2022,1,261.73,277.63,ORD-00250,Bank Transfer,KWD,UK,Manchester,Retail,Mobile,VIP15,37.22,11.23,41.89,In Transit,Pending
T00251,C0782,P108,CMP-004,STR-001,SES-000251,4/22/2023,1,1061.75,1056.17,ORD-00251,Cash,EGP,UK,Birmingham,Marketplace,Tablet,WELCOME10,76.46,49.26,21.62,Packed,Completed
T00252,C0069,P105,CMP-002,STR-003,SES-000252,9/20/2023,3,597.82,1636.41,ORD-00252,Bank Transfer,BHD,USA,Chicago,Retail,Tablet,WELCOME10,246.00,77.37,11.58,Returned,Pending
T00253,C0444,P104,CMP-004,STR-006,SES-000253,9/8/2023,6,485.05,2948.75,ORD-00253,Credit Card,AED,KSA,Jeddah,Retail,Desktop,WELCOME10,135.08,138.76,34.77,Packed,Refunded
