inventory_snapshot_id,snapshot_date,store_id,product_id,sku,product_name,category,brand,stock_quantity,reserved_quantity,available_quantity,reorder_point,safety_stock,inbound_quantity,outbound_quantity,unit_cost,inventory_value,supplier_name,snapshot_timestamp,stock_status
INV-000138,2025-01-18,STR-005,P104,SKU-P104,Laptop Stand,Office,ErgoLift,185,25,160,31,63,18,42,331.83,53092.80,Vertex Global,2025-01-18T00:00:00+00:00,Low
INV-000139,2025-01-19,STR-002,P105,SKU-P105,27-inch Monitor,Displays,VisionTech,313,46,267,27,72,114,52,424.25,113274.75,Delta Trade,2025-01-19T00:00:00+00:00,Out Of Stock
INV-000140,2025-01-20,STR-005,P104,SKU-P104,Laptop Stand,Office,ErgoLift,323,36,287,39,75,12,85,96.23,27618.01,Alpha Supply,2025-01-20T00:00:00+00:00,Healthy
INV-000141,2025-01-21,STR-001,P102,SKU-P102,Mechanical Keyboard,Accessories,KeyCraft,286,50,236,106,75,4,11,221.80,52344.80,Alpha Supply,2025-01-21T00:00:00+00:00,Low
INV-000142,2025-01-22,STR-006,P103,SKU-P103,USB-C Hub,Connectivity,DockPro,7,6,1,104,44,24,43,453.40,453.40,Delta Trade,2025-01-22T00:00:00+00:00,Low
INV-000143,2025-01-23,STR-003,P101,SKU-P101,Wireless Mouse,Accessories,LogiTech,129,54,75,42,21,90,68,512.85,38463.75,Prime Distribution,2025-01-23T00:00:00+00:00,Low
INV-000144,2025-01-24,STR-002,P101,SKU-P101,Wireless Mouse,Accessories,LogiTech,234,18,216,103,27,109,38,442.00,95472.00,Prime Distribution,2025-01-24T00:00:00+00:00,Low
INV-000145,2025-01-25,STR-006,P105,SKU-P105,27-inch Monitor,Displays,VisionTech,126,36,90,41,39,8,14,433.07,38976.30,Prime Distribution,2025-01-25T00:00:00+00:00,Low
INV-000146,2025-01-26,STR-001,P110,SKU-P110,Tablet Stand,Accessories,FlexMount,485,34,451,101,75,89,90,635.91,286795.41,Prime Distribution,2025-01-26T00:00:00+00:00,Healthy
INV-000147,2025-01-27,STR-003,P109,SKU-P109,Desk Lamp,Office,BrightNest,167,38,129,92,73,44,77,191.13,24655.77,Prime Distribution,2025-01-27T00:00:00+00:00,Healthy
INV-000148,2025-01-28,STR-004,P102,SKU-P102,Mechanical Keyboard,Accessories,KeyCraft,311,54,257,81,19,100,55,817.08,209989.56,Prime Distribution,2025-01-28T00:00:00+00:00,Out Of Stock
INV-000149,2025-01-29,STR-004,P108,SKU-P108,Portable SSD 1TB,Storage,FlashCore,448,22,426,113,25,33,100,755.98,322047.48,Alpha Supply,2025-01-29T00:00:00+00:00,Out Of Stock
INV-000150,2025-01-30,STR-003,P108,SKU-P108,Portable SSD 1TB,Storage,FlashCore,202,10,192,93,42,75,56,595.48,114332.16,Prime Distribution,2025-01-30T00:00:00+00:00,Out Of Stock
INV-000151,2025-01-31,STR-005,P102,SKU-P102,Mechanical Keyboard,Accessories,KeyCraft,207,46,161,118,10,14,61,722.41,116308.01,Delta Trade,2025-01-31T00:00:00+00:00,Out Of Stock
INV-000152,2025-02-01,STR-004,P107,SKU-P107,Webcam 4K,Video,ClearView,495,51,444,117,11,120,82,232.41,103190.04,Alpha Supply,2025-02-01T00:00:00+00:00,Healthy
INV-000153,2025-02-02,STR-006,P106,SKU-P106,Noise-Cancelling Headset,Audio,SoundPeak,249,14,235,38,34,93,1,275.93,64843.55,Alpha Supply,2025-02-02T00:00:00+00:00,Out Of Stock
INV-000154,2025-02-03,STR-001,P104,SKU-P104,Laptop Stand,Office,ErgoLift,131,42,89,81,47,26,93,445.96,39690.44,Prime Distribution,2025-02-03T00:00:00+00:00,Low
INV-000155,2025-02-04,STR-004,P107,SKU-P107,Webcam 4K,Video,ClearView,163,59,104,97,78,103,38,144.08,14984.32,Prime Distribution,2025-02-04T00:00:00+00:00,Low
INV-000156,2025-02-05,STR-004,P105,SKU-P105,27-inch Monitor,Displays,VisionTech,176,52,124,45,24,7,56,47.04,5832.96,Alpha Supply,2025-02-05T00:00:00+00:00,Low
INV-000157,2025-02-06,STR-003,P103,SKU-P103,USB-C Hub,Connectivity,DockPro,36,1,35,114,14,20,86,15.37,537.95,Alpha Supply,2025-02-06T00:00:00+00:00,Low
INV-000158,2025-02-07,STR-004,P105,SKU-P105,27-inch Monitor,Displays,VisionTech,416,55,361,31,38,39,26,351.89,127032.29,Vertex Global,2025-02-07T00:00:00+00:00,Healthy
INV-000159,2025-02-08,STR-005,P106,SKU-P106,Noise-Cancelling Headset,Audio,SoundPeak,262,48,214,86,53,16,37,26.42,5653.88,Delta Trade,2025-02-08T00:00:00+00:00,Out Of Stock
INV-000160,2025-02-09,STR-005,P102,SKU-P102,Mechanical Keyboard,Accessories,KeyCraft,349,12,337,118,42,42,99,138.74,46755.38,Prime Distribution,2025-02-09T00:00:00+00:00,Healthy
INV-000161,2025-02-10,STR-006,P105,SKU-P105,27-inch Monitor,Displays,VisionTech,225,57,168,81,67,5,23,74.31,12484.08,Alpha Supply,2025-02-10T00:00:00+00:00,Healthy
INV-000162,2025-02-11,STR-003,P104,SKU-P104,Laptop Stand,Office,ErgoLift,279,50,229,112,73,89,30,616.45,141167.05,Prime Distribution,2025-02-11T00:00:00+00:00,Out Of Stock
INV-000163,2025-02-12,STR-001,P101,SKU-P101,Wireless Mouse,Accessories,LogiTech,306,38,268,36,11,119,23,600.55,160947.40,Prime Distribution,2025-02-12T00:00:00+00:00,Out Of Stock
INV-000164,2025-02-13,STR-003,P109,SKU-P109,Desk Lamp,Office,BrightNest,406,46,360,80,46,20,80,336.79,121244.40,Alpha Supply,2025-02-13T00:00:00+00:00,Low
INV-000165,2025-02-14,STR-003,P106,SKU-P106,Noise-Cancelling Headset,Audio,SoundPeak,292,50,242,114,48,120,21,331.04,80111.68,Prime Distribution,2025-02-14T00:00:00+00:00,Healthy
INV-000166,2025-02-15,STR-003,P109,SKU-P109,Desk Lamp,Office,BrightNest,371,58,313,95,50,84,12,98.62,30868.06,Delta Trade,2025-02-15T00:00:00+00:00,Healthy
INV-000167,2025-02-16,STR-006,P107,SKU-P107,Webcam 4K,Video,ClearView,55,15,40,50,48,62,96,403.49,16139.60,Delta Trade,2025-02-16T00:00:00+00:00,Low
INV-000168,2025-02-17,STR-003,P110,SKU-P110,Tablet Stand,Accessories,FlexMount,393,5,388,51,58,18,45,717.09,278230.92,Vertex Global,2025-02-17T00:00:00+00:00,Out Of Stock
INV-000169,2025-02-18,STR-004,P105,SKU-P105,27-inch Monitor,Displays,VisionTech,414,12,402,67,37,24,14,120.28,48352.56,Delta Trade,2025-02-18T00:00:00+00:00,Out Of Stock
INV-000170,2025-02-19,STR-006,P101,SKU-P101,Wireless Mouse,Accessories,LogiTech,392,40,352,87,35,110,63,438.14,154225.28,Vertex Global,2025-02-19T00:00:00+00:00,Out Of Stock
INV-000171,2025-02-20,STR-003,P101,SKU-P101,Wireless Mouse,Accessories,LogiTech,221,15,206,99,75,41,12,347.09,71500.54,Vertex Global,2025-02-20T00:00:00+00:00,Out Of Stock
INV-000172,2025-02-21,STR-001,P105,SKU-P105,27-inch Monitor,Displays,VisionTech,186,44,142,114,35,32,71,182.58,25926.36,Prime Distribution,2025-02-21T00:00:00+00:00,Healthy
INV-000173,2025-02-22,STR-006,P107,SKU-P107,Webcam 4K,Video,ClearView,166,44,122,35,26,47,11,140.79,17176.38,Alpha Supply,2025-02-22T00:00:00+00:00,Out Of Stock
INV-000174,2025-02-23,STR-003,P101,SKU-P101,Wireless Mouse,Accessories,LogiTech,249,24,225,92,14,51,63,235.93,53084.25,Vertex Global,2025-02-23T00:00:00+00:00,Out Of Stock
INV-000175,2025-02-24,STR-001,P108,SKU-P108,Portable SSD 1TB,Storage,FlashCore,280,57,223,44,61,118,22,285.19,63597.37,Alpha Supply,2025-02-24T00:00:00+00:00,Low
INV-000176,2025-02-25,STR-001,P107,SKU-P107,Webcam 4K,Video,ClearView,436,47,389,42,56,117,25,70.18,27300.02,Delta Trade,2025-02-25T00:00:00+00:00,Low
INV-000177,2025-02-26,STR-006,P107,SKU-P107,Webcam 4K,Video,ClearView,404,35,369,27,59,119,19,610.30,225200.70,Delta Trade,2025-02-26T00:00:00+00:00,Out Of Stock
INV-000178,2025-02-27,STR-005,P104,SKU-P104,Laptop Stand,Office,ErgoLift,423,18,405,28,23,92,55,868.77,351851.85,Prime Distribution,2025-02-27T00:00:00+00:00,Low
INV-000179,2025-02-28,STR-005,P106,SKU-P106,Noise-Cancelling Headset,Audio,SoundPeak,116,33,83,92,76,116,56,372.42,30910.86,Prime Distribution,2025-02-28T00:00:00+00:00,Out Of Stock
INV-000180,2025-03-01,STR-004,P105,SKU-P105,27-inch Monitor,Displays,VisionTech,145,13,132,60,45,29,11,637.18,84107.76,Prime Distribution,2025-03-01T00:00:00+00:00,Out Of Stock
INV-000181,2025-03-02,STR-003,P107,SKU-P107,Webcam 4K,Video,ClearView,9,8,1,48,70,2,2,416.25,416.25,Prime Distribution,2025-03-02T00:00:00+00:00,Healthy
INV-000182,2025-03-03,STR-002,P105,SKU-P105,27-inch Monitor,Displays,VisionTech,62,19,43,88,23,116,80,79.10,3401.30,Alpha Supply,2025-03-03T00:00:00+00:00,Healthy
INV-000183,2025-03-04,STR-003,P101,SKU-P101,Wireless Mouse,Accessories,LogiTech,252,50,202,76,37,68,100,298.69,60335.38,Delta Trade,2025-03-04T00:00:00+00:00,Low
INV-000184,2025-03-05,STR-001,P103,SKU-P103,USB-C Hub,Connectivity,DockPro,393,0,393,107,29,55,61,654.75,257316.75,Delta Trade,2025-03-05T00:00:00+00:00,Out Of Stock
INV-000185,2025-03-06,STR-005,P103,SKU-P103,USB-C Hub,Connectivity,DockPro,469,29,440,96,59,67,13,240.44,105793.60,Prime Distribution,2025-03-06T00:00:00+00:00,Low
INV-000186,2025-03-07,STR-004,P102,SKU-P102,Mechanical Keyboard,Accessories,KeyCraft,152,36,116,59,80,67,31,503.12,58361.92,Prime Distribution,2025-03-07T00:00:00+00:00,Out Of Stock
INV-000187,2025-03-08,STR-006,P109,SKU-P109,Desk Lamp,Office,BrightNest,348,41,307,45,74,61,90,684.31,210083.17,Alpha Supply,2025-03-08T00:00:00+00:00,Healthy
INV-000188,2025-03-09,STR-005,P105,SKU-P105,27-inch Monitor,Displays,VisionTech,192,23,169,104,14,114,62,774.48,130887.12,Delta Trade,2025-03-09T00:00:00+00:00,Low
INV-000189,2025-03-10,STR-005,P102,SKU-P102,Mechanical Keyboard,Accessories,KeyCraft,490,8,482,22,30,114,39,376.53,181487.46,Vertex Global,2025-03-10T00:00:00+00:00,Out Of Stock
INV-000190,2025-03-11,STR-006,P107,SKU-P107,Webcam 4K,Video,ClearView,392,34,358,21,20,11,55,391.72,140235.76,Prime Distribution,2025-03-11T00:00:00+00:00,Low
INV-000191,2025-03-12,STR-005,P110,SKU-P110,Tablet Stand,Accessories,FlexMount,29,29,0,110,38,75,89,51.36,0.00,Alpha Supply,2025-03-12T00:00:00+00:00,Out Of Stock
INV-000192,2025-03-13,STR-002,P109,SKU-P109,Desk Lamp,Office,BrightNest,247,44,203,45,30,112,65,811.65,164764.95,Alpha Supply,2025-03-13T00:00:00+00:00,Low
INV-000193,2025-03-14,STR-006,P108,SKU-P108,Portable SSD 1TB,Storage,FlashCore,360,58,302,117,71,11,39,392.68,118589.36,Alpha Supply,2025-03-14T00:00:00+00:00,Healthy
INV-000194,2025-03-15,STR-001,P103,SKU-P103,USB-C Hub,Connectivity,DockPro,261,26,235,107,41,98,76,725.00,170375.00,Delta Trade,2025-03-15T00:00:00+00:00,Healthy
INV-000195,2025-03-16,STR-003,P108,SKU-P108,Portable SSD 1TB,Storage,FlashCore,375,21,354,43,75,109,21,897.09,317569.86,Vertex Global,2025-03-16T00:00:00+00:00,Healthy
INV-000196,2025-03-17,STR-006,P109,SKU-P109,Desk Lamp,Office,BrightNest,218,12,206,38,31,108,23,775.39,159730.34,Alpha Supply,2025-03-17T00:00:00+00:00,Low
INV-000197,2025-03-18,STR-001,P106,SKU-P106,Noise-Cancelling Headset,Audio,SoundPeak,491,59,432,78,80,6,56,854.11,368975.52,Alpha Supply,2025-03-18T00:00:00+00:00,Low
INV-000198,2025-03-19,STR-004,P110,SKU-P110,Tablet Stand,Accessories,FlexMount,329,56,273,119,58,75,34,72.05,19669.65,Vertex Global,2025-03-19T00:00:00+00:00,Healthy
INV-000199,2025-03-20,STR-005,P109,SKU-P109,Desk Lamp,Office,BrightNest,224,36,188,50,28,57,6,340.11,63940.68,Prime Distribution,2025-03-20T00:00:00+00:00,Out Of Stock
INV-000200,2025-03-21,STR-004,P107,SKU-P107,Webcam 4K,Video,ClearView,237,38,199,109,59,7,14,381.75,75968.25,Alpha Supply,2025-03-21T00:00:00+00:00,Out Of Stock
INV-000201,2025-03-22,STR-001,P105,SKU-P105,27-inch Monitor,Displays,VisionTech,239,57,182,31,43,48,17,134.90,24551.80,Prime Distribution,2025-03-22T00:00:00+00:00,Out Of Stock
INV-000202,2025-03-23,STR-001,P102,SKU-P102,Mechanical Keyboard,Accessories,KeyCraft,377,57,320,120,60,73,45,129.35,41392.00,Vertex Global,2025-03-23T00:00:00+00:00,Healthy
INV-000203,2025-03-24,STR-002,P101,SKU-P101,Wireless Mouse,Accessories,LogiTech,200,52,148,99,51,56,57,697.43,103219.64,Vertex Global,2025-03-24T00:00:00+00:00,Low
INV-000204,2025-03-25,STR-004,P106,SKU-P106,Noise-Cancelling Headset,Audio,SoundPeak,181,27,154,61,43,66,85,136.05,20951.70,Delta Trade,2025-03-25T00:00:00+00:00,Low
INV-000205,2025-03-26,STR-006,P108,SKU-P108,Portable SSD 1TB,Storage,FlashCore,444,58,386,103,50,15,71,689.03,265965.58,Alpha Supply,2025-03-26T00:00:00+00:00,Low
INV-000206,2025-03-27,STR-005,P108,SKU-P108,Portable SSD 1TB,Storage,FlashCore,249,2,247,54,79,2,8,729.38,180156.86,Vertex Global,2025-03-27T00:00:00+00:00,Low
INV-000207,2025-03-28,STR-004,P105,SKU-P105,27-inch Monitor,Displays,VisionTech,480,40,440,67,61,66,88,46.91,20640.40,Prime Distribution,2025-03-28T00:00:00+00:00,Out Of Stock
INV-000208,2025-03-29,STR-004,P102,SKU-P102,Mechanical Keyboard,Accessories,KeyCraft,37,22,15,60,78,53,36,792.57,11888.55,Prime Distribution,2025-03-29T00:00:00+00:00,Healthy
INV-000209,2025-03-30,STR-003,P103,SKU-P103,USB-C Hub,Connectivity,DockPro,83,44,39,88,60,23,45,842.68,32864.52,Alpha Supply,2025-03-30T00:00:00+00:00,Out Of Stock
INV-000210,2025-03-31,STR-005,P102,SKU-P102,Mechanical Keyboard,Accessories,KeyCraft,493,28,465,49,16,98,31,122.70,57055.50,Alpha Supply,2025-03-31T00:00:00+00:00,Out Of Stock
INV-000211,2025-04-01,STR-002,P101,SKU-P101,Wireless Mouse,Accessories,LogiTech,499,25,474,74,25,65,9,504.84,239294.16,Delta Trade,2025-04-01T00:00:00+00:00,Low
INV-000212,2025-04-02,STR-005,P110,SKU-P110,Tablet Stand,Accessories,FlexMount,345,29,316,117,73,101,12,607.57,191992.12,Delta Trade,2025-04-02T00:00:00+00:00,Out Of Stock
INV-000213,2025-04-03,STR-005,P108,SKU-P108,Portable SSD 1TB,Storage,FlashCore,353,9,344,108,14,32,80,55.60,19126.40,Delta Trade,2025-04-03T00:00:00+00:00,Low
INV-000214,2025-04-04,STR-002,P103,SKU-P103,USB-C Hub,Connectivity,DockPro,131,0,131,119,44,112,43,47.25,6189.75,Alpha Supply,2025-04-04T00:00:00+00:00,Healthy
INV-000215,2025-04-05,STR-002,P109,SKU-P109,Desk Lamp,Office,BrightNest,24,23,1,102,20,113,69,858.32,858.32,Delta Trade,2025-04-05T00:00:00+00:00,Low
INV-000216,2025-04-06,STR-005,P108,SKU-P108,Portable SSD 1TB,Storage,FlashCore,349,41,308,100,18,108,19,846.85,260829.80,Prime Distribution,2025-04-06T00:00:00+00:00,Low
INV-000217,2025-04-07,STR-002,P103,SKU-P103,USB-C Hub,Connectivity,DockPro,340,55,285,88,53,52,40,238.72,68035.20,Alpha Supply,2025-04-07T00:00:00+00:00,Healthy
INV-000218,2025-04-08,STR-001,P101,SKU-P101,Wireless Mouse,Accessories,LogiTech,451,8,443,34,38,8,96,590.64,261653.52,Delta Trade,2025-04-08T00:00:00+00:00,Low
INV-000219,2025-04-09,STR-001,P108,SKU-P108,Portable SSD 1TB,Storage,FlashCore,258,4,254,117,60,33,22,395.24,100390.96,Delta Trade,2025-04-09T00:00:00+00:00,Healthy
INV-000220,2025-04-10,STR-004,P106,SKU-P106,Noise-Cancelling Headset,Audio,SoundPeak,290,12,278,61,56,113,33,469.01,130384.78,Delta Trade,2025-04-10T00:00:00+00:00,Low
INV-000221,2025-04-11,STR-006,P106,SKU-P106,Noise-Cancelling Headset,Audio,SoundPeak,455,39,416,77,65,114,63,492.42,204846.72,Delta Trade,2025-04-11T00:00:00+00:00,Healthy
INV-000222,2025-04-12,STR-002,P109,SKU-P109,Desk Lamp,Office,BrightNest,430,27,403,78,43,54,38,167.14,67357.42,Delta Trade,2025-04-12T00:00:00+00:00,Healthy
INV-000223,2025-04-13,STR-003,P105,SKU-P105,27-inch Monitor,Displays,VisionTech,45,28,17,115,64,44,26,826.77,14055.09,Prime Distribution,2025-04-13T00:00:00+00:00,Low
INV-000224,2025-04-14,STR-003,P104,SKU-P104,Laptop Stand,Office,ErgoLift,211,60,151,38,72,17,15,680.20,102710.20,Delta Trade,2025-04-14T00:00:00+00:00,Out Of Stock
INV-000225,2025-04-15,STR-003,P109,SKU-P109,Desk Lamp,Office,BrightNest,376,4,372,95,17,7,56,727.96,270801.12,Delta Trade,2025-04-15T00:00:00+00:00,Low
INV-000226,2025-04-16,STR-004,P106,SKU-P106,Noise-Cancelling Headset,Audio,SoundPeak,209,30,179,109,70,108,80,708.97,126905.63,Prime Distribution,2025-04-16T00:00:00+00:00,Healthy
INV-000227,2025-04-17,STR-002,P102,SKU-P102,Mechanical Keyboard,Accessories,KeyCraft,134,30,104,60,14,116,33,683.82,71117.28,Alpha Supply,2025-04-17T00:00:00+00:00,Out Of Stock
INV-000228,2025-04-18,STR-003,P109,SKU-P109,Desk Lamp,Office,BrightNest,324,49,275,104,67,17,26,723.73,199025.75,Delta Trade,2025-04-18T00:00:00+00:00,Healthy
INV-000229,2025-04-19,STR-005,P105,SKU-P105,27-inch Monitor,Displays,VisionTech,496,21,475,56,34,85,88,405.19,192465.25,Alpha Supply,2025-04-19T00:00:00+00:00,Low
INV-000230,2025-04-20,STR-001,P107,SKU-P107,Webcam 4K,Video,ClearView,253,50,203,82,64,71,25,890.82,180836.46,Alpha Supply,2025-04-20T00:00:00+00:00,Out Of Stock
INV-000231,2025-04-21,STR-004,P110,SKU-P110,Tablet Stand,Accessories,FlexMount,219,33,186,93,26,114,94,675.46,125635.56,Prime Distribution,2025-04-21T00:00:00+00:00,Healthy
INV-000232,2025-04-22,STR-006,P101,SKU-P101,Wireless Mouse,Accessories,LogiTech,273,10,263,48,14,41,99,748.81,196937.03,Alpha Supply,2025-04-22T00:00:00+00:00,Low
INV-000233,2025-04-23,STR-003,P104,SKU-P104,Laptop Stand,Office,ErgoLift,32,24,8,20,44,104,83,408.74,3269.92,Alpha Supply,2025-04-23T00:00:00+00:00,Low
INV-000234,2025-04-24,STR-005,P103,SKU-P103,USB-C Hub,Connectivity,DockPro,85,55,30,104,65,21,32,57.31,1719.30,Prime Distribution,2025-04-24T00:00:00+00:00,Out Of Stock
INV-000235,2025-04-25,STR-004,P101,SKU-P101,Wireless Mouse,Accessories,LogiTech,398,56,342,68,43,105,51,238.66,81621.72,Prime Distribution,2025-04-25T00:00:00+00:00,Healthy
INV-000236,2025-04-26,STR-004,P109,SKU-P109,Desk Lamp,Office,BrightNest,283,54,229,45,76,96,90,391.30,89607.70,Alpha Supply,2025-04-26T00:00:00+00:00,Healthy
INV-000237,2025-04-27,STR-002,P104,SKU-P104,Laptop Stand,Office,ErgoLift,53,12,41,67,77,109,98,685.85,28119.85,Prime Distribution,2025-04-27T00:00:00+00:00,Out Of Stock
INV-000238,2025-04-28,STR-001,P108,SKU-P108,Portable SSD 1TB,Storage,FlashCore,231,24,207,89,40,56,56,603.30,124883.10,Alpha Supply,2025-04-28T00:00:00+00:00,Healthy
INV-000239,2025-04-29,STR-006,P102,SKU-P102,Mechanical Keyboard,Accessories,KeyCraft,73,37,36,62,29,62,65,335.02,12060.72,Prime Distribution,2025-04-29T00:00:00+00:00,Low
INV-000240,2025-04-30,STR-005,P110,SKU-P110,Tablet Stand,Accessories,FlexMount,332,13,319,108,62,75,70,461.97,147368.43,Alpha Supply,2025-04-30T00:00:00+00:00,Out Of Stock
INV-000241,2025-01-01,STR-001,P104,SKU-P104,Laptop Stand,Office,ErgoLift,301,22,279,27,51,41,34,218.63,60997.77,Vertex Global,2025-01-01T00:00:00+00:00,Out Of Stock
INV-000242,2025-01-02,STR-006,P102,SKU-P102,Mechanical Keyboard,Accessories,KeyCraft,205,52,153,66,80,84,23,302.08,46218.24,Alpha Supply,2025-01-02T00:00:00+00:00,Out Of Stock
INV-000243,2025-01-03,STR-001,P108,SKU-P108,Portable SSD 1TB,Storage,FlashCore,431,44,387,81,29,64,51,543.55,210353.85,Prime Distribution,2025-01-03T00:00:00+00:00,Healthy
INV-000244,2025-01-04,STR-004,P101,SKU-P101,Wireless Mouse,Accessories,LogiTech,186,6,180,45,55,98,9,16.62,2991.60,Delta Trade,2025-01-04T00:00:00+00:00,Low
INV-000245,2025-01-05,STR-005,P104,SKU-P104,Laptop Stand,Office,ErgoLift,484,39,445,84,17,78,41,133.06,59211.70,Alpha Supply,2025-01-05T00:00:00+00:00,Healthy
INV-000246,2025-01-06,STR-005,P107,SKU-P107,Webcam 4K,Video,ClearView,99,5,94,24,78,67,5,706.35,66396.90,Prime Distribution,2025-01-06T00:00:00+00:00,Healthy
INV-000247,2025-01-07,STR-002,P102,SKU-P102,Mechanical Keyboard,Accessories,KeyCraft,472,25,447,77,37,49,44,563.29,251790.63,Vertex Global,2025-01-07T00:00:00+00:00,Healthy
INV-000248,2025-01-08,STR-001,P101,SKU-P101,Wireless Mouse,Accessories,LogiTech,460,13,447,32,52,66,5,24.89,11125.83,Prime Distribution,2025-01-08T00:00:00+00:00,Healthy
INV-000249,2025-01-09,STR-001,P102,SKU-P102,Mechanical Keyboard,Accessories,KeyCraft,308,11,297,35,30,105,38,598.60,177784.20,Delta Trade,2025-01-09T00:00:00+00:00,Low
INV-000250,2025-01-10,STR-005,P103,SKU-P103,USB-C Hub,Connectivity,DockPro,77,11,66,103,51,37,59,89.20,5887.20,Alpha Supply,2025-01-10T00:00:00+00:00,Low
INV-000251,2025-01-11,STR-001,P106,SKU-P106,Noise-Cancelling Headset,Audio,SoundPeak,453,40,413,56,55,20,65,783.94,323767.22,Prime Distribution,2025-01-11T00:00:00+00:00,Out Of Stock
INV-000252,2025-01-12,STR-001,P102,SKU-P102,Mechanical Keyboard,Accessories,KeyCraft,318,60,258,97,13,117,52,575.65,148517.70,Delta Trade,2025-01-12T00:00:00+00:00,Healthy
INV-000253,2025-01-13,STR-002,P109,SKU-P109,Desk Lamp,Office,BrightNest,216,34,182,102,23,50,8,576.31,104888.42,Delta Trade,2025-01-13T00:00:00+00:00,Out Of Stock
INV-000254,2025-01-14,STR-003,P110,SKU-P110,Tablet Stand,Accessories,FlexMount,255,49,206,106,22,41,18,670.35,138092.10,Delta Trade,2025-01-14T00:00:00+00:00,Out Of Stock
INV-000255,2025-01-15,STR-006,P101,SKU-P101,Wireless Mouse,Accessories,LogiTech,143,10,133,42,73,36,2,477.61,63522.13,Vertex Global,2025-01-15T00:00:00+00:00,Low
INV-000256,2025-01-16,STR-001,P110,SKU-P110,Tablet Stand,Accessories,FlexMount,270,7,263,46,70,54,39,278.23,73174.49,Delta Trade,2025-01-16T00:00:00+00:00,Healthy
INV-000257,2025-01-17,STR-005,P101,SKU-P101,Wireless Mouse,Accessories,LogiTech,17,1,16,112,20,51,22,562.64,9002.24,Delta Trade,2025-01-17T00:00:00+00:00,Out Of Stock
INV-000258,2025-01-18,STR-001,P105,SKU-P105,27-inch Monitor,Displays,VisionTech,51,0,51,26,59,82,35,814.40,41534.40,Delta Trade,2025-01-18T00:00:00+00:00,Healthy
INV-000259,2025-01-19,STR-001,P105,SKU-P105,27-inch Monitor,Displays,VisionTech,238,52,186,26,23,50,63,194.30,36139.80,Prime Distribution,2025-01-19T00:00:00+00:00,Low
INV-000260,2025-01-20,STR-004,P102,SKU-P102,Mechanical Keyboard,Accessories,KeyCraft,441,39,402,91,55,92,97,81.08,32594.16,Delta Trade,2025-01-20T00:00:00+00:00,Healthy
INV-000261,2025-01-21,STR-005,P110,SKU-P110,Tablet Stand,Accessories,FlexMount,214,55,159,51,19,104,59,237.13,37703.67,Vertex Global,2025-01-21T00:00:00+00:00,Low
INV-000262,2025-01-22,STR-002,P104,SKU-P104,Laptop Stand,Office,ErgoLift,371,27,344,44,62,16,13,552.73,190139.12,Alpha Supply,2025-01-22T00:00:00+00:00,Out Of Stock
INV-000263,2025-01-23,STR-004,P106,SKU-P106,Noise-Cancelling Headset,Audio,SoundPeak,137,14,123,102,26,65,37,239.33,29437.59,Prime Distribution,2025-01-23T00:00:00+00:00,Healthy
INV-000264,2025-01-24,STR-002,P107,SKU-P107,Webcam 4K,Video,ClearView,93,14,79,115,63,61,80,873.42,69000.18,Delta Trade,2025-01-24T00:00:00+00:00,Low
INV-000265,2025-01-25,STR-003,P110,SKU-P110,Tablet Stand,Accessories,FlexMount,199,52,147,67,36,20,55,196.00,28812.00,Vertex Global,2025-01-25T00:00:00+00:00,Healthy
INV-000266,2025-01-26,STR-006,P103,SKU-P103,USB-C Hub,Connectivity,DockPro,234,44,190,24,72,58,33,787.38,149602.20,Prime Distribution,2025-01-26T00:00:00+00:00,Low
INV-000267,2025-01-27,STR-004,P101,SKU-P101,Wireless Mouse,Accessories,LogiTech,474,56,418,60,49,98,72,680.87,284603.66,Vertex Global,2025-01-27T00:00:00+00:00,Out Of Stock
INV-000268,2025-01-28,STR-006,P110,SKU-P110,Tablet Stand,Accessories,FlexMount,84,40,44,56,53,112,80,296.68,13053.92,Alpha Supply,2025-01-28T00:00:00+00:00,Low
INV-000269,2025-01-29,STR-004,P105,SKU-P105,27-inch Monitor,Displays,VisionTech,85,60,25,43,71,38,96,535.84,13396.00,Delta Trade,2025-01-29T00:00:00+00:00,Out Of Stock
INV-000270,2025-01-30,STR-003,P109,SKU-P109,Desk Lamp,Office,BrightNest,457,59,398,20,17,69,60,385.99,153624.02,Vertex Global,2025-01-30T00:00:00+00:00,Out Of Stock
INV-000271,2025-01-31,STR-003,P109,SKU-P109,Desk Lamp,Office,BrightNest,426,9,417,117,63,113,60,838.51,349658.67,Alpha Supply,2025-01-31T00:00:00+00:00,Out Of Stock
INV-000272,2025-02-01,STR-004,P102,SKU-P102,Mechanical Keyboard,Accessories,KeyCraft,490,13,477,39,75,11,95,558.75,266523.75,Vertex Global,2025-02-01T00:00:00+00:00,Out Of Stock
INV-000273,2025-02-02,STR-001,P103,SKU-P103,USB-C Hub,Connectivity,DockPro,420,51,369,118,61,0,66,155.27,57294.63,Vertex Global,2025-02-02T00:00:00+00:00,Low
INV-000274,2025-02-03,STR-001,P103,SKU-P103,USB-C Hub,Connectivity,DockPro,269,57,212,72,76,66,87,572.39,121346.68,Vertex Global,2025-02-03T00:00:00+00:00,Low
INV-000275,2025-02-04,STR-005,P107,SKU-P107,Webcam 4K,Video,ClearView,19,2,17,52,41,44,96,477.87,8123.79,Delta Trade,2025-02-04T00:00:00+00:00,Out Of Stock
